# 2293.638572 sec
max_depth,max_features,n_estimators,mean_test_score
3.0,log2,1000.0,-0.006171124960339535
5.0,log2,1000.0,-0.006173217211015099
10.0,log2,500.0,-0.006194674631336018
3.0,log2,500.0,-0.006198673931522874
10.0,log2,1000.0,-0.006206803644365598
5.0,log2,100.0,-0.006216622157490465
3.0,sqrt,500.0,-0.006223593630586701
5.0,sqrt,1000.0,-0.006223877983075289
5.0,log2,500.0,-0.006226647804780582
5.0,sqrt,500.0,-0.006233744717851125
3.0,sqrt,1000.0,-0.006244243921806543
3.0,sqrt,100.0,-0.006263022175450103
10.0,sqrt,1000.0,-0.006263525508802842
10.0,sqrt,100.0,-0.006274961028654278
10.0,sqrt,500.0,-0.006289611169987976
3.0,log2,100.0,-0.006300467833225562
10.0,log2,100.0,-0.006369615286815081
3.0,0.1,500.0,-0.006385360772190217
3.0,0.1,1000.0,-0.0063945345954871695
5.0,sqrt,100.0,-0.00640207531428669
10.0,0.1,500.0,-0.00640815921970293
10.0,0.1,1000.0,-0.0064256010191839075
5.0,0.1,500.0,-0.0064265177641168545
5.0,0.1,1000.0,-0.0064265302835243955
3.0,0.1,100.0,-0.00646468784447488
10.0,0.1,100.0,-0.006510336480784777
5.0,0.1,100.0,-0.006512107839394453
10.0,0.5,1000.0,-0.006799192315023251
5.0,0.5,1000.0,-0.006808553344554597
5.0,0.5,500.0,-0.006820828975126288
3.0,0.5,1000.0,-0.006835270176232285
3.0,0.5,500.0,-0.006856760879267024
10.0,0.5,500.0,-0.00685965464751283
5.0,0.5,100.0,-0.006884445656793217
3.0,0.5,100.0,-0.006897167303833917
10.0,0.5,100.0,-0.006926427227201782
