# 1105.578035 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,1000.0,-0.0019768440185270967
5.0,0.1,1000.0,-0.0019779184304481
10.0,0.1,500.0,-0.0019805877375709915
10.0,0.1,100.0,-0.001983234309062775
5.0,0.1,500.0,-0.001984616760861084
10.0,0.5,500.0,-0.0019943856619675173
5.0,0.5,500.0,-0.001996046479501667
5.0,0.5,1000.0,-0.001998250857852481
5.0,log2,500.0,-0.0019992921985778926
5.0,sqrt,1000.0,-0.002004677039141351
10.0,0.5,1000.0,-0.002005626872659887
10.0,sqrt,1000.0,-0.0020074153187324755
5.0,0.1,100.0,-0.0020078938173944526
10.0,log2,1000.0,-0.002008082925178314
5.0,log2,1000.0,-0.002008919114682784
3.0,0.5,500.0,-0.0020109427618915437
10.0,sqrt,500.0,-0.0020125795696586766
10.0,log2,500.0,-0.0020136757873548
5.0,sqrt,100.0,-0.00201700371128697
3.0,0.5,1000.0,-0.002017682174743937
5.0,sqrt,500.0,-0.002018221701600454
10.0,sqrt,100.0,-0.0020247062858051103
3.0,0.5,100.0,-0.00202519222675295
3.0,0.1,100.0,-0.0020252085616912266
3.0,0.1,500.0,-0.0020260595347646555
3.0,0.1,1000.0,-0.0020262630653591776
10.0,0.5,100.0,-0.002029142654247574
3.0,sqrt,1000.0,-0.00202976626242836
10.0,log2,100.0,-0.0020355612837384502
5.0,0.5,100.0,-0.0020387476481684937
3.0,log2,1000.0,-0.0020388088143580116
5.0,log2,100.0,-0.0020451846287143807
3.0,log2,500.0,-0.0020453492705757564
3.0,sqrt,100.0,-0.00204588210329154
3.0,sqrt,500.0,-0.0020468721919062348
3.0,log2,100.0,-0.002060847409332736
