# 1463.917093 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,1000.0,-0.005133559004808035
10.0,0.5,100.0,-0.00513850112567103
10.0,0.5,500.0,-0.005143624531529658
5.0,0.5,500.0,-0.005150085519514021
5.0,0.5,1000.0,-0.005158728355511856
10.0,sqrt,500.0,-0.005176821029300552
10.0,sqrt,1000.0,-0.005180493122238437
5.0,sqrt,1000.0,-0.005205439909607426
5.0,0.5,100.0,-0.00522339522577848
3.0,0.5,500.0,-0.00522637060098302
10.0,log2,500.0,-0.0052337127387353894
3.0,0.5,1000.0,-0.00524203775746587
5.0,sqrt,500.0,-0.005242141808936776
10.0,0.1,1000.0,-0.005255670679506787
10.0,log2,1000.0,-0.005258290464925207
5.0,log2,500.0,-0.005260655214489791
10.0,0.1,500.0,-0.005266219986513365
5.0,log2,1000.0,-0.00526767007381303
5.0,sqrt,100.0,-0.005273962214420695
10.0,sqrt,100.0,-0.0052908338731131495
5.0,0.1,1000.0,-0.005297527568686235
10.0,0.1,100.0,-0.005307394976149005
3.0,sqrt,500.0,-0.005307422842688901
5.0,log2,100.0,-0.005311296055767302
10.0,log2,100.0,-0.005322801755743213
3.0,0.5,100.0,-0.00534846564463772
3.0,sqrt,1000.0,-0.005350074967998677
5.0,0.1,500.0,-0.005351248463548779
5.0,0.1,100.0,-0.00535886612750682
3.0,sqrt,100.0,-0.005390900571135285
3.0,log2,1000.0,-0.005395924579436625
3.0,log2,500.0,-0.005402542964864416
3.0,log2,100.0,-0.005417725018784426
3.0,0.1,1000.0,-0.005433912900663621
3.0,0.1,100.0,-0.005456655085426124
3.0,0.1,500.0,-0.0054595867854243686
