# 1389.946082 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.1,1000.0,-0.005677973943143917
10.0,0.5,100.0,-0.005684468609174747
5.0,0.5,500.0,-0.005691858777408179
3.0,0.5,1000.0,-0.0056971286446886845
3.0,0.1,1000.0,-0.005697235459158731
5.0,0.5,1000.0,-0.005699049573021964
10.0,0.5,1000.0,-0.005701642916984458
10.0,0.5,500.0,-0.005702800968133881
3.0,0.5,500.0,-0.005705292229347061
5.0,0.1,100.0,-0.0057060377504929306
3.0,0.1,500.0,-0.005708186559508071
5.0,0.1,500.0,-0.005709913448395018
5.0,sqrt,1000.0,-0.005711170742105345
10.0,0.1,1000.0,-0.005713629359799167
3.0,sqrt,500.0,-0.005722156039646603
5.0,log2,1000.0,-0.005723644311313907
10.0,0.1,500.0,-0.005725723943427546
3.0,0.5,100.0,-0.005726357636616389
3.0,0.1,100.0,-0.005732147321904976
10.0,sqrt,1000.0,-0.00574146171594615
5.0,log2,500.0,-0.005741952570442722
3.0,log2,1000.0,-0.005751740951087113
10.0,log2,100.0,-0.005756506494674228
3.0,sqrt,1000.0,-0.005758280099175115
5.0,sqrt,500.0,-0.005758763897083447
5.0,log2,100.0,-0.005760487402628642
3.0,log2,500.0,-0.005762951836320938
10.0,sqrt,100.0,-0.005768392496408914
10.0,0.1,100.0,-0.005769577691866431
5.0,0.5,100.0,-0.005771738493002028
10.0,log2,1000.0,-0.005773897857949403
10.0,log2,500.0,-0.005784628316954499
10.0,sqrt,500.0,-0.005787452432084091
3.0,sqrt,100.0,-0.005798775860743939
3.0,log2,100.0,-0.005811352854375761
5.0,sqrt,100.0,-0.005890816876800744
