# 3924.937960 sec
max_depth,max_features,n_estimators,mean_test_score
3.0,sqrt,500.0,-0.00656256051721082
3.0,sqrt,1000.0,-0.006566078745632638
5.0,sqrt,500.0,-0.006604623652318675
5.0,sqrt,1000.0,-0.006609117834380254
10.0,sqrt,100.0,-0.006625315156441503
10.0,sqrt,1000.0,-0.006628867531286585
10.0,sqrt,500.0,-0.006633022372754016
3.0,sqrt,100.0,-0.006640707002000081
5.0,0.1,500.0,-0.006732106114228411
3.0,0.1,1000.0,-0.006735507577017125
5.0,0.1,1000.0,-0.006743717354572336
3.0,0.1,500.0,-0.006757620940013577
3.0,0.1,100.0,-0.006782930594948541
10.0,0.1,1000.0,-0.006784294343407865
5.0,sqrt,100.0,-0.006817473873017228
10.0,0.1,500.0,-0.0068330072321765205
5.0,0.1,100.0,-0.006834758677002834
10.0,0.1,100.0,-0.007004206903812929
5.0,log2,500.0,-0.007061625171675706
5.0,log2,1000.0,-0.007096631433638154
10.0,log2,1000.0,-0.007106111312456899
10.0,log2,500.0,-0.0071229523639211615
3.0,log2,1000.0,-0.0071589179573364374
5.0,0.5,1000.0,-0.007179579779732909
5.0,0.5,500.0,-0.007187595792807045
3.0,0.5,1000.0,-0.007189705676842994
3.0,log2,500.0,-0.007199859253796499
5.0,log2,100.0,-0.007220910948130715
10.0,0.5,1000.0,-0.007221213124506557
10.0,0.5,500.0,-0.007222282367903334
3.0,0.5,500.0,-0.007228544636721459
10.0,0.5,100.0,-0.007229865752574655
10.0,log2,100.0,-0.007268805152615099
3.0,0.5,100.0,-0.007289031518462379
3.0,log2,100.0,-0.007310529444619624
5.0,0.5,100.0,-0.007345437110172819
