# 1116.230666 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,500.0,-0.004926526641089599
10.0,0.5,1000.0,-0.004937449477338169
5.0,0.5,1000.0,-0.004961241965208947
5.0,0.5,500.0,-0.004968202607519329
5.0,0.5,100.0,-0.005022785971460435
10.0,sqrt,1000.0,-0.005025673165084478
3.0,0.5,1000.0,-0.005035378748277561
10.0,log2,500.0,-0.005035660294707085
3.0,0.5,500.0,-0.005036752608935037
10.0,sqrt,500.0,-0.005043752013639902
10.0,sqrt,100.0,-0.005051264696641372
10.0,0.5,100.0,-0.0050548662715227
5.0,sqrt,1000.0,-0.005061019741127911
5.0,sqrt,500.0,-0.005064655329078833
3.0,0.5,100.0,-0.005066270599656619
10.0,log2,1000.0,-0.005077610808127018
5.0,log2,1000.0,-0.005092786832522072
5.0,log2,500.0,-0.005111377616304617
5.0,sqrt,100.0,-0.0051165712137477126
10.0,0.1,1000.0,-0.0051321124783518315
3.0,sqrt,100.0,-0.005145545486875763
10.0,0.1,500.0,-0.005159501555934202
10.0,log2,100.0,-0.005160332679974561
5.0,0.1,500.0,-0.005164747314332921
5.0,0.1,1000.0,-0.005175461189782499
3.0,sqrt,500.0,-0.005178926947390451
3.0,sqrt,1000.0,-0.005180430371959445
10.0,0.1,100.0,-0.005209405959402881
5.0,log2,100.0,-0.005210034151235906
3.0,log2,1000.0,-0.005220033793799489
3.0,log2,500.0,-0.005233128052116788
5.0,0.1,100.0,-0.00526228460945219
3.0,0.1,1000.0,-0.00528168093657091
3.0,0.1,500.0,-0.005282300480579882
3.0,log2,100.0,-0.005333470802263544
3.0,0.1,100.0,-0.005421946257695593
