# 1173.200779 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,500.0,-0.002002475822840916
10.0,0.1,1000.0,-0.0020072302924989344
10.0,0.1,100.0,-0.00201212877425755
10.0,log2,1000.0,-0.0020134481081115264
10.0,log2,500.0,-0.0020177647793478757
10.0,log2,100.0,-0.002020014475216373
5.0,log2,1000.0,-0.002025040384866786
10.0,sqrt,1000.0,-0.0020277909918874357
5.0,0.1,1000.0,-0.002029109777871377
10.0,sqrt,500.0,-0.0020298620707374375
5.0,log2,500.0,-0.002032129985961017
5.0,0.1,500.0,-0.002036018330348637
5.0,sqrt,500.0,-0.0020398116651033677
5.0,sqrt,100.0,-0.0020458787727027777
5.0,sqrt,1000.0,-0.0020463191295415116
5.0,0.1,100.0,-0.002046954906383039
10.0,sqrt,100.0,-0.002055690655856088
5.0,log2,100.0,-0.0020829676662296017
10.0,0.5,500.0,-0.0020938038326020927
5.0,0.5,1000.0,-0.0020955142461876013
10.0,0.5,1000.0,-0.0020977262562475786
5.0,0.5,500.0,-0.002103186311226639
5.0,0.5,100.0,-0.0021035095120592196
3.0,0.1,500.0,-0.002118639258475988
3.0,0.1,1000.0,-0.002124260135654625
3.0,sqrt,500.0,-0.0021301113168745145
3.0,log2,1000.0,-0.0021344614430098456
3.0,sqrt,1000.0,-0.0021349750274331377
10.0,0.5,100.0,-0.0021368069085262527
3.0,log2,500.0,-0.0021375428664864747
3.0,log2,100.0,-0.0021399057697803862
3.0,sqrt,100.0,-0.0021459044800329684
3.0,0.1,100.0,-0.002156474099116736
3.0,0.5,500.0,-0.0021802419532687667
3.0,0.5,1000.0,-0.002181412217470106
3.0,0.5,100.0,-0.002194485741040568
