# 1410.010609 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.5,500.0,-0.0020748930480938765
10.0,0.5,1000.0,-0.0020761028205531556
10.0,0.5,500.0,-0.0020785708644139914
5.0,0.5,1000.0,-0.0020836330369791408
10.0,0.5,100.0,-0.0020954957580491427
10.0,0.1,1000.0,-0.002097552288716429
5.0,0.5,100.0,-0.002100062400860272
10.0,0.1,500.0,-0.002101813767655503
10.0,log2,1000.0,-0.002103902461931539
5.0,sqrt,1000.0,-0.0021124130107697077
10.0,sqrt,1000.0,-0.0021124863257743136
10.0,log2,500.0,-0.002112582784540838
10.0,sqrt,500.0,-0.002114745782021698
3.0,0.5,500.0,-0.002115504056918173
5.0,sqrt,100.0,-0.00211643950785252
5.0,sqrt,500.0,-0.002118662803583651
5.0,log2,1000.0,-0.0021221739929499985
5.0,0.1,1000.0,-0.0021240951679955848
3.0,0.5,1000.0,-0.0021260895574483894
5.0,0.1,500.0,-0.002127808264513167
5.0,log2,500.0,-0.0021307483637801406
10.0,0.1,100.0,-0.002131580226859311
5.0,0.1,100.0,-0.002135270175240101
5.0,log2,100.0,-0.0021425729193874673
10.0,sqrt,100.0,-0.002145811205786679
10.0,log2,100.0,-0.002146759478702462
3.0,0.5,100.0,-0.0021664950286232414
3.0,sqrt,100.0,-0.0021666653372680433
3.0,log2,1000.0,-0.0021668041728510343
3.0,sqrt,1000.0,-0.0021676256409522833
3.0,log2,500.0,-0.0021699763217802306
3.0,sqrt,500.0,-0.0021765409208817253
3.0,0.1,500.0,-0.0021801466031151065
3.0,0.1,100.0,-0.002182238895352645
3.0,log2,100.0,-0.0021856464739481093
3.0,0.1,1000.0,-0.002188189323337796
