# 2302.817043 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,log2,500.0,-0.0024353038692826456
10.0,log2,1000.0,-0.002438441073485028
10.0,sqrt,500.0,-0.0024418892899264392
5.0,log2,500.0,-0.0024438787983664537
5.0,log2,1000.0,-0.0024495487133006488
5.0,log2,100.0,-0.002451284539808012
10.0,log2,100.0,-0.0024517804913280275
5.0,sqrt,100.0,-0.002456545260494376
10.0,sqrt,1000.0,-0.002456551967052692
5.0,sqrt,500.0,-0.0024633624543289887
5.0,sqrt,1000.0,-0.0024640237490690864
10.0,sqrt,100.0,-0.0024656747832931835
10.0,0.1,1000.0,-0.0024727312233140987
5.0,0.1,1000.0,-0.002477475429652936
5.0,0.1,500.0,-0.0024829169415782532
10.0,0.1,500.0,-0.002485221212480435
10.0,0.1,100.0,-0.002497367744226745
3.0,log2,500.0,-0.0025001189519655164
3.0,log2,1000.0,-0.002505726779116604
5.0,0.1,100.0,-0.0025078349035078263
3.0,log2,100.0,-0.0025094630363390736
3.0,sqrt,1000.0,-0.0025129594583782494
3.0,sqrt,100.0,-0.0025197284851699517
3.0,sqrt,500.0,-0.002529152404543859
3.0,0.1,1000.0,-0.0025301579020309594
3.0,0.1,500.0,-0.002532957429940332
10.0,0.5,100.0,-0.0025537958839102867
5.0,0.5,100.0,-0.002558223523389823
5.0,0.5,1000.0,-0.002559699820975003
3.0,0.1,100.0,-0.002561085852261581
5.0,0.5,500.0,-0.002561595801930429
10.0,0.5,1000.0,-0.0025639375173322826
10.0,0.5,500.0,-0.0025691942755203365
3.0,0.5,1000.0,-0.002593610910230007
3.0,0.5,500.0,-0.0026087722938251644
3.0,0.5,100.0,-0.002610894240378527
