# 1197.642447 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.5,1000.0,-0.005144723352890098
10.0,0.5,500.0,-0.005147283270748719
10.0,0.5,1000.0,-0.0051577315579247485
10.0,0.5,100.0,-0.005174062651347339
5.0,0.5,500.0,-0.005176298540724545
5.0,0.5,100.0,-0.005182096932282576
3.0,0.5,1000.0,-0.005220807057758295
5.0,sqrt,500.0,-0.005233751926850916
10.0,sqrt,1000.0,-0.005241878190999362
5.0,sqrt,1000.0,-0.005260379624304472
3.0,0.5,500.0,-0.005265462277609982
3.0,0.5,100.0,-0.005265686076234474
10.0,log2,1000.0,-0.0052687517265248675
10.0,sqrt,500.0,-0.00527632198061922
5.0,log2,1000.0,-0.005302734636944117
10.0,log2,500.0,-0.005308906909598327
5.0,log2,500.0,-0.005324513145499721
10.0,0.1,1000.0,-0.005337274532508028
5.0,0.1,500.0,-0.005339387414953947
5.0,0.1,1000.0,-0.00534059984355585
5.0,sqrt,100.0,-0.005353444834507797
10.0,sqrt,100.0,-0.005358864441530924
10.0,0.1,500.0,-0.0053614384091363815
10.0,0.1,100.0,-0.005402275100480269
10.0,log2,100.0,-0.0054185193117633965
3.0,sqrt,1000.0,-0.005424877605682646
3.0,sqrt,500.0,-0.005425174710319415
5.0,log2,100.0,-0.005425424450615827
3.0,log2,1000.0,-0.005430147069419857
3.0,log2,500.0,-0.005446274440099054
5.0,0.1,100.0,-0.005464187662956568
3.0,0.1,1000.0,-0.005489124135171976
3.0,0.1,100.0,-0.005494442087651763
3.0,sqrt,100.0,-0.005510607271510948
3.0,0.1,500.0,-0.005538612743558662
3.0,log2,100.0,-0.005580314991559242
