# 1317.901050 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,log2,100.0,-0.006763826520501176
5.0,sqrt,1000.0,-0.006771111703002181
10.0,log2,500.0,-0.006782963658317008
5.0,log2,1000.0,-0.006791923182120685
10.0,0.1,500.0,-0.006798954256699784
3.0,sqrt,1000.0,-0.006803042787951389
5.0,sqrt,100.0,-0.006804137099362953
5.0,log2,500.0,-0.0068078743220003225
5.0,sqrt,500.0,-0.006808437118862902
3.0,log2,1000.0,-0.006808905648266042
3.0,0.1,500.0,-0.006813551815230206
5.0,0.1,1000.0,-0.0068204924067903515
3.0,sqrt,500.0,-0.006821666308409152
5.0,0.1,500.0,-0.006823642415878265
10.0,0.1,1000.0,-0.00683814075335541
10.0,sqrt,500.0,-0.0068499594028714975
10.0,log2,1000.0,-0.006852647598293742
10.0,log2,100.0,-0.006853470168722291
3.0,sqrt,100.0,-0.006857082204913346
3.0,0.1,100.0,-0.006865686367044687
10.0,sqrt,1000.0,-0.0068693146634125155
3.0,0.1,1000.0,-0.006870170609227584
5.0,0.1,100.0,-0.0068824022388750215
3.0,log2,500.0,-0.006903630016560101
10.0,sqrt,100.0,-0.006915856685661898
3.0,log2,100.0,-0.0069174683708565065
10.0,0.1,100.0,-0.0070307620372107565
3.0,0.5,1000.0,-0.0071628390632088226
10.0,0.5,100.0,-0.007168665448256384
10.0,0.5,1000.0,-0.007182712819602909
5.0,0.5,1000.0,-0.007196084535191355
5.0,0.5,500.0,-0.007206387967795366
10.0,0.5,500.0,-0.007217359545783436
3.0,0.5,500.0,-0.007223298301542792
3.0,0.5,100.0,-0.007284609930765766
5.0,0.5,100.0,-0.007289605641072233
