# 1300.431419 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.1,500.0,-0.0068011107580973635
3.0,sqrt,1000.0,-0.00683931806481101
5.0,log2,1000.0,-0.006844907231903677
3.0,0.1,500.0,-0.006850031843255011
5.0,log2,500.0,-0.006853177748760401
5.0,sqrt,1000.0,-0.006853681713947945
10.0,log2,1000.0,-0.006854523507390164
3.0,0.1,1000.0,-0.006858827646036318
10.0,0.1,1000.0,-0.0068661956443097204
10.0,sqrt,500.0,-0.0068680901393557954
3.0,sqrt,500.0,-0.0068801021028395155
3.0,log2,1000.0,-0.0068825779732279765
3.0,log2,100.0,-0.006884910443118962
10.0,sqrt,100.0,-0.0068871625615744584
5.0,0.1,1000.0,-0.006891179178746966
3.0,log2,500.0,-0.006892449754150143
10.0,sqrt,1000.0,-0.006894383130154749
5.0,sqrt,500.0,-0.006896176562768365
10.0,0.1,500.0,-0.006900241975671226
10.0,log2,500.0,-0.006916876457871311
3.0,sqrt,100.0,-0.006931180203093674
5.0,0.1,100.0,-0.006953009415911905
5.0,log2,100.0,-0.006960019068844478
5.0,sqrt,100.0,-0.006968036900582952
3.0,0.1,100.0,-0.007020112986126209
10.0,log2,100.0,-0.0070434284730697665
10.0,0.1,100.0,-0.007061229486195722
3.0,0.5,1000.0,-0.007196054811477658
3.0,0.5,100.0,-0.007215364305987575
5.0,0.5,500.0,-0.00721769514224616
10.0,0.5,1000.0,-0.0072189135624249195
10.0,0.5,500.0,-0.007225468845343193
3.0,0.5,500.0,-0.007255998860853754
5.0,0.5,1000.0,-0.0072608666026143425
10.0,0.5,100.0,-0.007262521791257667
5.0,0.5,100.0,-0.007317574634451098
