# 1520.852886 sec
max_depth,max_features,n_estimators,mean_test_score
3.0,log2,1000.0,-0.005924299493587382
3.0,log2,500.0,-0.005951980081559357
5.0,log2,1000.0,-0.0060028313562850615
10.0,log2,1000.0,-0.006006638429313019
3.0,sqrt,500.0,-0.006008187536997972
5.0,log2,500.0,-0.006018376391543529
10.0,log2,500.0,-0.006018918456901135
10.0,log2,100.0,-0.006019031393873537
3.0,sqrt,1000.0,-0.006027219635454766
5.0,sqrt,100.0,-0.006028371579454886
3.0,log2,100.0,-0.006043437304916406
3.0,sqrt,100.0,-0.006047294230821466
5.0,sqrt,1000.0,-0.006060328682680983
5.0,sqrt,500.0,-0.006079672082608098
5.0,log2,100.0,-0.006080629981625822
10.0,sqrt,500.0,-0.006102964791610955
10.0,sqrt,1000.0,-0.006103773511995316
3.0,0.1,1000.0,-0.0061497413264099375
3.0,0.1,500.0,-0.006166110283793434
5.0,0.1,500.0,-0.006181913208437173
10.0,0.1,1000.0,-0.0061919850870435335
5.0,0.1,1000.0,-0.0062021599198137265
5.0,0.1,100.0,-0.006220771378494748
3.0,0.1,100.0,-0.006240993105731701
10.0,0.1,500.0,-0.006241153471334097
10.0,0.1,100.0,-0.006245271452606653
10.0,sqrt,100.0,-0.006286780525896926
3.0,0.5,1000.0,-0.006500184591229477
3.0,0.5,500.0,-0.006502215817504141
5.0,0.5,100.0,-0.006505119026233143
5.0,0.5,500.0,-0.00650545172157641
5.0,0.5,1000.0,-0.006517740066532399
10.0,0.5,500.0,-0.006524827314029066
10.0,0.5,1000.0,-0.006543969707933273
10.0,0.5,100.0,-0.006599735350504387
3.0,0.5,100.0,-0.006617039212309013
