# 2972.334596 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,log2,1000.0,-0.00252967353917214
10.0,log2,500.0,-0.0025327627892083515
10.0,log2,1000.0,-0.002533738690444238
10.0,sqrt,500.0,-0.002545876453187687
10.0,sqrt,1000.0,-0.00254631785447958
5.0,log2,500.0,-0.0025495908332031593
5.0,sqrt,500.0,-0.0025538977388827712
10.0,sqrt,100.0,-0.002561184809297491
5.0,sqrt,1000.0,-0.0025642371645596233
5.0,sqrt,100.0,-0.0025765269450271277
5.0,log2,100.0,-0.002581235306432397
10.0,log2,100.0,-0.002583804073197845
10.0,0.1,500.0,-0.0025918023617728203
5.0,0.1,1000.0,-0.00259354607973801
10.0,0.1,1000.0,-0.0025948922411421437
3.0,sqrt,100.0,-0.0025960528255465575
3.0,sqrt,1000.0,-0.0025962091615008226
3.0,sqrt,500.0,-0.002601427993884264
5.0,0.1,500.0,-0.0026045177311940343
5.0,0.1,100.0,-0.0026058957146563753
3.0,log2,1000.0,-0.0026059741341234637
10.0,0.1,100.0,-0.0026143867822884274
3.0,0.1,500.0,-0.002622551054534582
3.0,0.1,100.0,-0.0026228822743343213
3.0,log2,500.0,-0.0026230189815290316
3.0,log2,100.0,-0.0026247191203908945
3.0,0.1,1000.0,-0.0026253842061110416
10.0,0.5,1000.0,-0.0026502623537130233
5.0,0.5,1000.0,-0.002668301904427829
10.0,0.5,500.0,-0.0026733020762363174
5.0,0.5,500.0,-0.0026847844375135566
3.0,0.5,500.0,-0.0026930457176322854
3.0,0.5,1000.0,-0.0027068836232581597
5.0,0.5,100.0,-0.0027103019357358486
3.0,0.5,100.0,-0.0027134724404512907
10.0,0.5,100.0,-0.0027151694979995803
