# 1176.551235 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,1000.0,-0.00514392839144966
5.0,0.5,500.0,-0.00515324285821047
5.0,0.5,1000.0,-0.005180813894710768
10.0,0.5,500.0,-0.005194700211287895
3.0,0.5,500.0,-0.005215692405636947
10.0,0.5,100.0,-0.0052231554829543485
3.0,0.5,1000.0,-0.005238124774071702
5.0,sqrt,500.0,-0.005239540076844724
3.0,0.5,100.0,-0.005240057875935587
5.0,0.5,100.0,-0.0052739667348113
10.0,sqrt,1000.0,-0.0052761435521745375
10.0,log2,500.0,-0.00528587344321038
5.0,sqrt,1000.0,-0.005288090131328921
10.0,sqrt,500.0,-0.005293785082060995
10.0,log2,1000.0,-0.005307988470888085
10.0,log2,100.0,-0.005315832719551725
10.0,0.1,500.0,-0.005317179346816271
5.0,0.1,1000.0,-0.005321769996533289
5.0,sqrt,100.0,-0.005333882629939608
10.0,0.1,1000.0,-0.005334945624677588
5.0,log2,500.0,-0.005340283016493508
5.0,log2,1000.0,-0.005342918457793504
10.0,sqrt,100.0,-0.005357315113405278
5.0,0.1,500.0,-0.005360435898248273
10.0,0.1,100.0,-0.005372635148070318
3.0,sqrt,500.0,-0.005375560266239004
5.0,0.1,100.0,-0.00539369070048962
3.0,sqrt,1000.0,-0.005404415483431477
5.0,log2,100.0,-0.0054399508723267315
3.0,log2,1000.0,-0.005453485449303874
3.0,0.1,500.0,-0.005458836984405648
3.0,0.1,1000.0,-0.005463221775593043
3.0,log2,100.0,-0.005465164988102511
3.0,log2,500.0,-0.005476387308617018
3.0,sqrt,100.0,-0.005489544622353326
3.0,0.1,100.0,-0.005542379439358162
