# 1214.357020 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,500.0,-0.0019301605814832374
10.0,0.1,1000.0,-0.0019393363149737737
5.0,0.1,1000.0,-0.0019704961875651994
5.0,0.1,100.0,-0.0019796895452075785
5.0,0.1,500.0,-0.0019807335069266987
10.0,0.1,100.0,-0.0019824645759218963
10.0,sqrt,500.0,-0.0019893109238916127
10.0,log2,1000.0,-0.001991815918928715
10.0,sqrt,1000.0,-0.0019945925597737936
5.0,sqrt,100.0,-0.001995672818125291
10.0,log2,500.0,-0.0019983567777759285
5.0,0.5,1000.0,-0.0019983685485618734
5.0,log2,1000.0,-0.0019992216856649513
5.0,0.5,500.0,-0.001999428766650001
10.0,0.5,1000.0,-0.002004432423987059
5.0,sqrt,500.0,-0.0020049527959857386
10.0,log2,100.0,-0.002005190588052771
5.0,sqrt,1000.0,-0.002005605048014356
10.0,0.5,500.0,-0.0020135471534106384
5.0,log2,100.0,-0.0020139294524354227
5.0,0.5,100.0,-0.0020157511393057216
5.0,log2,500.0,-0.0020159521547347846
10.0,0.5,100.0,-0.0020160195432619857
10.0,sqrt,100.0,-0.002041851407032761
3.0,0.1,500.0,-0.0020511663828403637
3.0,0.1,1000.0,-0.0020542364237052945
3.0,sqrt,1000.0,-0.0020590654868623028
3.0,0.5,1000.0,-0.002060693195985587
3.0,log2,500.0,-0.0020681241361163324
3.0,sqrt,500.0,-0.0020687427824978856
3.0,log2,1000.0,-0.0020706879501280594
3.0,sqrt,100.0,-0.002072508652528287
3.0,0.5,500.0,-0.0020727082672075308
3.0,log2,100.0,-0.0020777210541959848
3.0,0.1,100.0,-0.002089735869773323
3.0,0.5,100.0,-0.002093003782646309
