# 1161.271184 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,100.0,-0.0048987190733572146
10.0,sqrt,1000.0,-0.004951554608762952
10.0,sqrt,500.0,-0.004957308657208316
10.0,0.5,500.0,-0.004963993992326899
10.0,0.5,1000.0,-0.004964293847095161
10.0,log2,500.0,-0.0049727038862471765
5.0,0.5,1000.0,-0.004988778323138212
5.0,sqrt,1000.0,-0.00499083343563868
5.0,sqrt,500.0,-0.004992214166042388
5.0,log2,1000.0,-0.0049969571109381525
10.0,log2,1000.0,-0.004996959256958397
5.0,0.5,500.0,-0.0049976284677556125
10.0,sqrt,100.0,-0.0050112899998059545
5.0,log2,500.0,-0.005013477134369099
10.0,0.1,1000.0,-0.005022032639932274
5.0,0.1,100.0,-0.005032423237516335
5.0,sqrt,100.0,-0.005033564102645263
5.0,0.5,100.0,-0.005037290135188761
5.0,log2,100.0,-0.005040961871325274
3.0,0.5,500.0,-0.0050448209257727295
10.0,log2,100.0,-0.005047649656394569
5.0,0.1,1000.0,-0.005069821047964168
10.0,0.1,500.0,-0.005083991628962945
5.0,0.1,500.0,-0.00508430578630625
3.0,0.5,1000.0,-0.0050844033321483725
3.0,log2,500.0,-0.005113972828189855
3.0,log2,100.0,-0.00511559458658036
3.0,sqrt,500.0,-0.005123845894401105
3.0,0.5,100.0,-0.005126080448694307
3.0,log2,1000.0,-0.005126237038685044
3.0,sqrt,1000.0,-0.005128078543786459
10.0,0.1,100.0,-0.005168967186549698
3.0,sqrt,100.0,-0.005169030178532523
3.0,0.1,1000.0,-0.005215769307122595
3.0,0.1,500.0,-0.005252107848175505
3.0,0.1,100.0,-0.0052797875968027645
