# 1656.645924 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,sqrt,1000.0,-0.005592157025741297
5.0,log2,1000.0,-0.005604836722318301
10.0,log2,500.0,-0.005611644144838472
3.0,log2,1000.0,-0.005611843615955889
5.0,log2,500.0,-0.005622177391582503
5.0,0.1,500.0,-0.005624970256577724
10.0,log2,1000.0,-0.005626809107888818
3.0,log2,500.0,-0.005627503680160284
10.0,0.1,500.0,-0.005629217059786083
10.0,sqrt,500.0,-0.005633265591144078
10.0,sqrt,1000.0,-0.005637525102877847
5.0,sqrt,500.0,-0.0056397695288645504
10.0,0.1,1000.0,-0.005645853032943975
5.0,0.1,1000.0,-0.005646380953791369
10.0,log2,100.0,-0.005659048078739357
3.0,0.1,500.0,-0.0056711937785375284
10.0,sqrt,100.0,-0.005676347287786612
3.0,sqrt,1000.0,-0.005676518964846125
3.0,log2,100.0,-0.005682131214581132
5.0,0.1,100.0,-0.005689062908192291
3.0,sqrt,500.0,-0.005699661210487232
10.0,0.1,100.0,-0.005700184677441053
3.0,0.1,1000.0,-0.005706121401661394
5.0,sqrt,100.0,-0.005709619364138796
3.0,0.1,100.0,-0.005718605890919741
3.0,sqrt,100.0,-0.005736290195239314
5.0,log2,100.0,-0.005743440215359391
10.0,0.5,1000.0,-0.005994836888572393
5.0,0.5,100.0,-0.006005874312535372
10.0,0.5,500.0,-0.006015045069068499
5.0,0.5,1000.0,-0.006046423769261938
5.0,0.5,500.0,-0.00604728606956159
3.0,0.5,500.0,-0.006087950074206408
3.0,0.5,1000.0,-0.006102333928854136
10.0,0.5,100.0,-0.006146718237225977
3.0,0.5,100.0,-0.006206159100743941
