# 1074.490063 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.5,100.0,-0.0020433225345431547
5.0,0.5,1000.0,-0.0020433420990193813
10.0,0.5,500.0,-0.0020445761350123496
10.0,0.5,1000.0,-0.0020482566053186065
5.0,0.5,500.0,-0.002058749817442793
10.0,0.5,100.0,-0.0020679631076252107
10.0,sqrt,500.0,-0.0020967333555695065
3.0,0.5,500.0,-0.0020992575675861714
10.0,sqrt,1000.0,-0.0021005439073180764
10.0,log2,1000.0,-0.0021046810377990765
3.0,0.5,1000.0,-0.0021060125630428554
5.0,sqrt,1000.0,-0.002114658046632913
10.0,sqrt,100.0,-0.002117861579730069
10.0,log2,500.0,-0.0021195283688204523
3.0,0.5,100.0,-0.0021199191834923243
5.0,log2,1000.0,-0.0021212947502529645
5.0,sqrt,500.0,-0.0021230752271652305
10.0,0.1,500.0,-0.0021245105460792257
10.0,log2,100.0,-0.0021261762403510147
5.0,log2,500.0,-0.0021279242317498023
10.0,0.1,1000.0,-0.0021290071198648607
5.0,log2,100.0,-0.002129290145278851
5.0,sqrt,100.0,-0.0021399196023271865
5.0,0.1,500.0,-0.002149613554590634
5.0,0.1,1000.0,-0.0021569089469750742
5.0,0.1,100.0,-0.0021641807793406314
10.0,0.1,100.0,-0.002166966509919465
3.0,sqrt,1000.0,-0.002177501091696181
3.0,log2,1000.0,-0.002178821600465693
3.0,sqrt,500.0,-0.0021828318693261056
3.0,log2,100.0,-0.0021888827809001957
3.0,log2,500.0,-0.002194387854479473
3.0,0.1,1000.0,-0.0022201967093601746
3.0,0.1,500.0,-0.0022227109965731553
3.0,sqrt,100.0,-0.0022231869871834915
3.0,0.1,100.0,-0.0022308930220337224
