# 1267.473563 sec
max_depth,max_features,n_estimators,mean_test_score
3.0,sqrt,500.0,-0.006916001782284006
5.0,sqrt,500.0,-0.006923004410798061
5.0,sqrt,1000.0,-0.006928970388439375
5.0,log2,1000.0,-0.0069322402120702425
10.0,log2,500.0,-0.006936327290951687
5.0,0.1,1000.0,-0.0069490080724689835
3.0,sqrt,1000.0,-0.006952009018817771
10.0,sqrt,500.0,-0.006952069487390114
10.0,log2,1000.0,-0.00695324424186948
5.0,0.1,500.0,-0.006954888528482417
10.0,sqrt,1000.0,-0.006955679912037695
3.0,0.1,1000.0,-0.006961447734894881
3.0,log2,1000.0,-0.006962587892159695
3.0,0.1,500.0,-0.00696259787441737
10.0,0.1,1000.0,-0.0069726434298411025
10.0,0.1,500.0,-0.006978916303214784
5.0,0.1,100.0,-0.006983471483130992
10.0,0.1,100.0,-0.0069845771582922435
5.0,log2,500.0,-0.006988457661089772
10.0,log2,100.0,-0.006989088782162066
3.0,log2,500.0,-0.0070060869979446825
3.0,sqrt,100.0,-0.007035294101236067
3.0,log2,100.0,-0.007043803738723278
3.0,0.1,100.0,-0.007105568134525011
5.0,sqrt,100.0,-0.007106073794079617
10.0,sqrt,100.0,-0.007125117183325003
5.0,log2,100.0,-0.007140721991621382
5.0,0.5,100.0,-0.007278520174095721
10.0,0.5,500.0,-0.007282575677789555
5.0,0.5,1000.0,-0.00730451024259154
10.0,0.5,1000.0,-0.007310144046071722
3.0,0.5,1000.0,-0.007317048899201768
3.0,0.5,500.0,-0.007320952794837114
5.0,0.5,500.0,-0.007324064036389806
3.0,0.5,100.0,-0.007360789315375651
10.0,0.5,100.0,-0.007441117663037148
