# 1055.425723 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,500.0,-0.002090109087082021
10.0,0.1,1000.0,-0.002091952829572982
5.0,0.1,500.0,-0.0021014201590510845
5.0,0.1,1000.0,-0.0021106478369397165
10.0,sqrt,500.0,-0.002122769585860131
10.0,sqrt,1000.0,-0.0021277733390700254
5.0,log2,1000.0,-0.0021293123832404727
10.0,0.1,100.0,-0.0021295148520758932
10.0,log2,1000.0,-0.0021297396267301203
5.0,sqrt,1000.0,-0.002131877639341812
5.0,log2,500.0,-0.002138240398509416
5.0,0.1,100.0,-0.0021410272734284975
5.0,sqrt,100.0,-0.002143740976577867
10.0,log2,500.0,-0.0021441010878460644
10.0,sqrt,100.0,-0.0021453708722961565
10.0,log2,100.0,-0.0021458847571016503
5.0,sqrt,500.0,-0.002147285665712349
10.0,0.5,1000.0,-0.002151699138067549
5.0,0.5,1000.0,-0.0021527001091481935
5.0,0.5,500.0,-0.002157326160786922
3.0,0.1,100.0,-0.002158079886542681
5.0,0.5,100.0,-0.002164268405769901
3.0,0.1,500.0,-0.002170457106214532
10.0,0.5,500.0,-0.002171507087322375
5.0,log2,100.0,-0.0021723085580960142
3.0,0.1,1000.0,-0.002178916101933513
3.0,0.5,100.0,-0.002185322350057971
3.0,log2,1000.0,-0.002189847836477632
3.0,log2,500.0,-0.0021903942007244505
3.0,sqrt,1000.0,-0.0021920764194985074
10.0,0.5,100.0,-0.002192749133677211
3.0,0.5,1000.0,-0.0021979708143799693
3.0,sqrt,100.0,-0.002199121291908453
3.0,sqrt,500.0,-0.0022011726452886874
3.0,0.5,500.0,-0.0022144435030598706
3.0,log2,100.0,-0.0022384438560524795
