pop	Y	Mean	stdev	rep_1	rep_2	rep_3
McPhee	0.506064784503458	0.47602148667678557	0.0023407334075471447	0.4741202753336034	0.47530833772204983	0.47863584697470346
McPhee	0.540608525399099	0.4682384043573242	0.0035142173003219796	0.46422938502473754	0.4696992723888139	0.4707865556584212
OCM	0.419313350103665	0.4550807834887427	0.0005140747450634051	0.45533863293656157	0.4544888165527115	0.4554149009769551
OCM	0.245974367664232	0.4734910292896666	0.0025700305050164805	0.4746626934314645	0.47526643823798487	0.4705439561995504
OCM	0.450257881444913	0.4764731806203	0.001714867347907277	0.4747681890511905	0.47819775600722353	0.476453596802486
OCM	0.487683424488871	0.4887291262060316	0.002337799402615273	0.4880067051305132	0.49134286574229524	0.48683780774528634
OCM	0.533450953300812	0.4700331085011398	0.00273012018545731	0.46693204838726204	0.47207468423276583	0.4710925928833914
Tiri	0.291879214704246	0.17032126063897637	0.0025615743670671107	0.17279633668265176	0.16768116703124078	0.1704862782030366
Tiri	0.0	0.14946171169966904	0.002932846747242109	0.1523528880436937	0.14954334798844257	0.14648889906687082
TT	0.52420561038117	0.45168375311679604	0.002206685316260161	0.45024752129547446	0.4542246111105738	0.4505791269443397
TT	0.432519393004164	0.4624211433566267	0.0012330761355682763	0.46191151873918207	0.4615245700574493	0.46382734127324887
TT	0.472729646161472	0.439729926932968	0.006437998054019338	0.4327767711096318	0.4454842311266685	0.4409287785626037
TT	0.513658695388088	0.42359495434843647	0.004300546265917933	0.41864472370874917	0.4257293195461572	0.4264108197904029
TT	0.549270377466638	0.46965141461888305	0.004648036668389591	0.4648270255231754	0.4700268968010341	0.47410032153243975
Whitehall	0.42258684989314	0.46429473069375643	0.00038101635849449367	0.4644272571888655	0.46459178688073716	0.46386514801166673
Whitehall	0.496288560415279	0.47599166997157266	0.0018545991808113329	0.4780511611584814	0.4744535837838805	0.4754702649723562
Whitehall	0.293287731651654	0.4753290382985595	0.0016560426861162126	0.47413064557241225	0.4746377430755788	0.47721872624768746
Whitehall	0.523231431955031	0.47408975908729695	0.0009070741732346524	0.4733221413290903	0.47509070311263135	0.47385643282016915
Whitehall	0.36106322138361	0.4239673334189244	0.0034650962449096798	0.4200966426969715	0.4267802931529191	0.42502506440688237
With	0.174589932474464	0.18804444533960163	0.00021666835457130585	0.18829259464545647	0.18789277327057308	0.18794796810277536
With	0.302359705186687	0.19648903551422348	0.0028995654732431745	0.19808602321057964	0.1931420710154612	0.19823901231662966
With	0.0756988272202362	0.17721402249542595	0.003295615443798528	0.17684640361150777	0.17411763020265236	0.18067803367211777
With	0.219318009692996	0.22558114563986673	0.003617870741532007	0.2277936555117362	0.22140608169185688	0.22754369971600713
With	0.302062500710633	0.17688355762873764	0.003236020234892361	0.1748639266160009	0.1806159904218224	0.17517075584838968
