# 1028.102404 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,1000.0,-0.0019557885612593003
10.0,0.1,500.0,-0.001961849668931593
5.0,0.1,1000.0,-0.0019674255146670495
5.0,0.1,500.0,-0.001975752433144912
10.0,0.1,100.0,-0.001992244640643132
5.0,sqrt,500.0,-0.001992937901935917
5.0,0.1,100.0,-0.001994717035600303
10.0,sqrt,500.0,-0.001996167411510695
5.0,sqrt,1000.0,-0.0019976827920784724
5.0,sqrt,100.0,-0.001999015768400233
10.0,sqrt,1000.0,-0.002002627066303883
10.0,log2,500.0,-0.00200372105704928
5.0,0.5,1000.0,-0.002006732958171292
5.0,log2,500.0,-0.002008292743276209
5.0,0.5,500.0,-0.0020086476976750875
10.0,0.5,1000.0,-0.002008995855055608
10.0,0.5,500.0,-0.0020105752849144355
5.0,log2,1000.0,-0.0020108893769543654
10.0,sqrt,100.0,-0.0020122803735106486
3.0,0.1,1000.0,-0.0020188315785487007
3.0,0.1,500.0,-0.002023466499313251
10.0,log2,1000.0,-0.0020239980557873252
10.0,0.5,100.0,-0.0020254112227261153
3.0,0.1,100.0,-0.0020291623636370403
10.0,log2,100.0,-0.002029653853892475
5.0,log2,100.0,-0.0020305250126087505
5.0,0.5,100.0,-0.0020323919211602402
3.0,sqrt,1000.0,-0.00203875722639078
3.0,0.5,1000.0,-0.0020498014477396058
3.0,sqrt,500.0,-0.0020529646327450495
3.0,log2,1000.0,-0.002054836080756754
3.0,sqrt,100.0,-0.0020552201359943516
3.0,0.5,500.0,-0.002057366771703073
3.0,log2,500.0,-0.0020580263255055276
3.0,0.5,100.0,-0.002063850562817151
3.0,log2,100.0,-0.002069747531814874
