# 1171.359489 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,1000.0,-0.005100469247558955
5.0,0.5,1000.0,-0.005110996202332173
10.0,0.5,100.0,-0.005117785564362267
10.0,0.5,500.0,-0.005120983244601434
10.0,sqrt,500.0,-0.005128961621298271
3.0,0.5,500.0,-0.005133793195431881
10.0,log2,1000.0,-0.005133807279197084
5.0,sqrt,1000.0,-0.005140865298980122
10.0,sqrt,1000.0,-0.005141066657829701
5.0,sqrt,500.0,-0.005141325209433617
5.0,0.5,500.0,-0.005143822350007312
5.0,log2,1000.0,-0.005149049516161113
5.0,0.5,100.0,-0.005150717125706522
10.0,sqrt,100.0,-0.005159990129271186
5.0,sqrt,100.0,-0.00516808195808091
3.0,0.5,1000.0,-0.005174709848986519
10.0,log2,500.0,-0.005176147018715389
5.0,log2,500.0,-0.005188023248882128
5.0,log2,100.0,-0.005188803968644076
5.0,0.1,1000.0,-0.0051888486758601676
5.0,0.1,100.0,-0.005190858439332972
10.0,0.1,1000.0,-0.005192201820970269
10.0,0.1,500.0,-0.005197419711460031
5.0,0.1,500.0,-0.0052021985202085844
3.0,sqrt,1000.0,-0.005216302282911107
3.0,sqrt,500.0,-0.005217382020970829
3.0,sqrt,100.0,-0.005237239103292541
3.0,log2,100.0,-0.005244854028607037
10.0,log2,100.0,-0.005254247174750897
3.0,log2,500.0,-0.005276018813351473
3.0,log2,1000.0,-0.005288041942361684
3.0,0.5,100.0,-0.005288757921115878
3.0,0.1,500.0,-0.0053017364464178806
10.0,0.1,100.0,-0.0053206338112632545
3.0,0.1,1000.0,-0.005329757024371802
3.0,0.1,100.0,-0.00543518632293738
