# 1638.107281 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,log2,1000.0,-0.002313242760839435
10.0,sqrt,500.0,-0.002316466367601005
10.0,log2,500.0,-0.0023181640572095185
5.0,log2,1000.0,-0.0023282593313779182
10.0,sqrt,1000.0,-0.002329220562604679
5.0,log2,500.0,-0.002332241030938618
5.0,sqrt,1000.0,-0.0023359413383267965
5.0,log2,100.0,-0.0023391404161234135
10.0,log2,100.0,-0.002340910703635076
5.0,sqrt,100.0,-0.0023441118788219907
10.0,sqrt,100.0,-0.002345801356614634
5.0,sqrt,500.0,-0.0023476281767751154
10.0,0.1,1000.0,-0.0023569608646276468
5.0,0.1,1000.0,-0.002358418106605623
10.0,0.1,100.0,-0.002359747391804104
10.0,0.1,500.0,-0.0023622617264104787
5.0,0.1,500.0,-0.002369292824995234
3.0,log2,500.0,-0.002399475744380844
3.0,log2,1000.0,-0.0024009633101651105
3.0,sqrt,1000.0,-0.0024065400589943255
3.0,log2,100.0,-0.0024130568146886263
3.0,sqrt,500.0,-0.0024161768397255546
3.0,0.1,500.0,-0.0024185531300201617
3.0,0.1,1000.0,-0.002427241891171545
5.0,0.1,100.0,-0.0024273747438991102
3.0,sqrt,100.0,-0.002440204495448797
10.0,0.5,100.0,-0.0024452578359190325
10.0,0.5,1000.0,-0.0024459873722964356
10.0,0.5,500.0,-0.0024499561664957496
5.0,0.5,500.0,-0.0024517974683631078
5.0,0.5,1000.0,-0.0024579663559856587
3.0,0.1,100.0,-0.002464215583774107
3.0,0.5,500.0,-0.0025015123956916253
3.0,0.5,100.0,-0.002502780988953376
5.0,0.5,100.0,-0.0025035222275797803
3.0,0.5,1000.0,-0.0025038438548033114
