# 1044.793337 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.1,500.0,-0.0019395630862747391
5.0,0.1,1000.0,-0.0019412649767579654
10.0,0.1,1000.0,-0.0019526138595832919
10.0,0.1,500.0,-0.0019530397004180703
5.0,0.1,100.0,-0.0019536924723206014
10.0,0.1,100.0,-0.0019709714449944165
3.0,0.1,1000.0,-0.001971631530749846
3.0,0.1,500.0,-0.001978939746075775
5.0,log2,1000.0,-0.001985036756633062
3.0,0.1,100.0,-0.001993020906945773
5.0,sqrt,1000.0,-0.0019950359383644274
5.0,log2,500.0,-0.001995121333284211
5.0,sqrt,500.0,-0.0019979757608858525
5.0,0.5,1000.0,-0.0019986410238853817
10.0,log2,1000.0,-0.0020012600968202713
3.0,sqrt,500.0,-0.002002142775344146
5.0,0.5,500.0,-0.0020033591773935574
10.0,sqrt,500.0,-0.00200359313932567
10.0,log2,500.0,-0.0020039995088793863
3.0,0.5,1000.0,-0.002005765688578194
10.0,log2,100.0,-0.002006577197398017
3.0,log2,1000.0,-0.002006708920741771
10.0,sqrt,1000.0,-0.002007788542672907
5.0,0.5,100.0,-0.0020080215958018987
3.0,0.5,500.0,-0.0020087507808323533
5.0,sqrt,100.0,-0.002009546554238537
3.0,sqrt,1000.0,-0.0020110025290302467
10.0,0.5,1000.0,-0.0020120094887410727
5.0,log2,100.0,-0.002012401377363465
3.0,log2,500.0,-0.0020152803485970873
3.0,sqrt,100.0,-0.0020153809570061807
10.0,sqrt,100.0,-0.002016219247450881
10.0,0.5,500.0,-0.0020175495696827138
3.0,0.5,100.0,-0.002023021469938606
3.0,log2,100.0,-0.0020241759693019022
10.0,0.5,100.0,-0.002031051966270454
