# 1051.568693 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,0.1,500.0,-0.0019977822196065786
10.0,0.1,1000.0,-0.0020001494747036276
5.0,0.1,1000.0,-0.0020042326791615745
3.0,0.5,500.0,-0.0020122935711933184
5.0,0.1,100.0,-0.0020127063222694507
5.0,0.5,1000.0,-0.0020167849465066645
5.0,0.5,500.0,-0.002018989501500022
3.0,0.5,1000.0,-0.002020279623813431
10.0,0.1,500.0,-0.002021258553685223
5.0,log2,100.0,-0.0020221171393581174
10.0,0.1,100.0,-0.0020231601391166665
10.0,0.5,1000.0,-0.0020246684354536123
10.0,sqrt,1000.0,-0.0020247969739042035
5.0,0.5,100.0,-0.00202585017364815
5.0,log2,1000.0,-0.002027647744130065
5.0,sqrt,1000.0,-0.002033003171892126
3.0,0.1,1000.0,-0.0020330751696462594
3.0,0.1,100.0,-0.0020334104118028573
3.0,log2,100.0,-0.002035475179180682
5.0,sqrt,500.0,-0.002036342060210521
3.0,0.1,500.0,-0.002037417859997072
3.0,sqrt,500.0,-0.0020391522746887746
5.0,log2,500.0,-0.0020396866178163096
10.0,log2,1000.0,-0.0020409425965205153
10.0,0.5,500.0,-0.0020414881733592516
3.0,sqrt,1000.0,-0.0020443962330144493
3.0,log2,1000.0,-0.0020447592715713524
3.0,0.5,100.0,-0.0020464799485046007
10.0,log2,500.0,-0.0020469937331172535
10.0,sqrt,500.0,-0.0020496978812214245
3.0,log2,500.0,-0.0020501435839062098
3.0,sqrt,100.0,-0.0020503270796152174
10.0,0.5,100.0,-0.00205049828405212
5.0,sqrt,100.0,-0.00205395663359297
10.0,log2,100.0,-0.0020566183505397696
10.0,sqrt,100.0,-0.0020629478443455747
