# 1183.427816 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,1000.0,-0.0020303814291354697
5.0,0.5,500.0,-0.0020308957090858803
10.0,0.5,500.0,-0.0020318520340124203
10.0,0.1,1000.0,-0.002035297381012658
10.0,0.1,500.0,-0.002037771457912105
10.0,0.5,100.0,-0.002044394819265004
5.0,0.5,1000.0,-0.002045029097491753
10.0,log2,1000.0,-0.0020510193721050983
10.0,0.1,100.0,-0.0020526040130051217
10.0,sqrt,1000.0,-0.002054240104562197
5.0,0.5,100.0,-0.0020574100973580495
10.0,log2,500.0,-0.0020585246558193506
10.0,sqrt,500.0,-0.002060138742356789
5.0,sqrt,100.0,-0.0020637889926036724
10.0,sqrt,100.0,-0.0020660143047962153
5.0,log2,1000.0,-0.002066463455391089
5.0,0.1,1000.0,-0.002069771745307672
5.0,sqrt,1000.0,-0.0020702873439213103
10.0,log2,100.0,-0.0020750307660006213
5.0,log2,100.0,-0.0020765731779938948
5.0,0.1,500.0,-0.002077983438922724
5.0,sqrt,500.0,-0.0020821395150489074
5.0,0.1,100.0,-0.002083416374227782
5.0,log2,500.0,-0.002094223286566406
3.0,0.5,1000.0,-0.002095629451686865
3.0,0.5,500.0,-0.002111101418840816
3.0,0.5,100.0,-0.0021223340059332817
3.0,0.1,500.0,-0.0021245397437949245
3.0,log2,1000.0,-0.0021303875416409522
3.0,0.1,1000.0,-0.0021319191922041106
3.0,sqrt,1000.0,-0.0021344154179610154
3.0,log2,500.0,-0.002136656591343344
3.0,sqrt,500.0,-0.0021371426796452644
3.0,0.1,100.0,-0.0021423490655404797
3.0,log2,100.0,-0.002164134915732029
3.0,sqrt,100.0,-0.002165010037352561
