# 3405.444067 sec
max_depth,max_features,n_estimators,mean_test_score
5.0,sqrt,500.0,-0.0026738269040940945
10.0,sqrt,1000.0,-0.002683233717616877
5.0,sqrt,1000.0,-0.002686568231113329
10.0,sqrt,500.0,-0.002691697199703809
10.0,log2,1000.0,-0.002693473463159039
10.0,0.1,500.0,-0.002701903711205143
5.0,0.1,500.0,-0.0027026308776628614
5.0,0.1,1000.0,-0.0027039607483863677
10.0,log2,500.0,-0.002708370519983658
5.0,sqrt,100.0,-0.002708525569180521
10.0,0.1,1000.0,-0.0027119321539861565
5.0,log2,1000.0,-0.0027166171590369452
3.0,sqrt,500.0,-0.002719830257144788
5.0,log2,500.0,-0.0027226500394231024
5.0,log2,100.0,-0.0027249378685844467
3.0,0.1,500.0,-0.0027262944804463366
3.0,sqrt,1000.0,-0.002729835800508546
10.0,sqrt,100.0,-0.0027318048335293814
3.0,0.1,1000.0,-0.0027363702806913167
3.0,sqrt,100.0,-0.0027473234835816616
3.0,log2,1000.0,-0.0027574715815091144
10.0,0.1,100.0,-0.0027585826943125258
3.0,log2,500.0,-0.002761150200194091
5.0,0.5,1000.0,-0.00276351081364374
10.0,0.5,1000.0,-0.0027678132604266967
5.0,0.5,500.0,-0.002769521906009793
10.0,0.5,100.0,-0.002772288841054036
10.0,0.5,500.0,-0.0027768033813664193
3.0,log2,100.0,-0.00277931554956788
5.0,0.5,100.0,-0.0027803800505125744
3.0,0.1,100.0,-0.0027823529396465803
10.0,log2,100.0,-0.0027878515194879718
5.0,0.1,100.0,-0.002794589160083918
3.0,0.5,1000.0,-0.0028015909121062036
3.0,0.5,500.0,-0.0028070150946437116
3.0,0.5,100.0,-0.002827928142933577
