# 1112.527963 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,1000.0,-0.0020376450978876913
10.0,0.1,500.0,-0.0020487329708802904
10.0,log2,1000.0,-0.0020491459101607936
10.0,sqrt,500.0,-0.002053670670208288
5.0,sqrt,500.0,-0.002056888638250002
10.0,sqrt,1000.0,-0.002058573578086193
10.0,0.1,100.0,-0.002059505010787469
5.0,0.1,500.0,-0.0020595795457010293
10.0,sqrt,100.0,-0.002060181373466315
5.0,sqrt,1000.0,-0.002062257430363115
5.0,0.1,1000.0,-0.0020626434350253763
5.0,0.1,100.0,-0.002063527088443392
5.0,log2,500.0,-0.0020643882231398693
10.0,log2,500.0,-0.0020650617118120156
5.0,log2,1000.0,-0.0020658600466382402
10.0,log2,100.0,-0.0020813532364078987
5.0,sqrt,100.0,-0.0021053521155188337
10.0,0.5,1000.0,-0.0021062841621156242
5.0,0.5,500.0,-0.002113292150041257
5.0,log2,100.0,-0.0021223413067067145
5.0,0.5,1000.0,-0.0021226933447374098
10.0,0.5,100.0,-0.002124571302442478
10.0,0.5,500.0,-0.002127160284733003
3.0,0.1,100.0,-0.0021424102275361422
3.0,0.1,1000.0,-0.0021440301636726764
3.0,log2,1000.0,-0.0021457551131043415
3.0,log2,500.0,-0.002149234431537806
5.0,0.5,100.0,-0.002151624426533574
3.0,sqrt,1000.0,-0.002153197951170455
3.0,0.1,500.0,-0.0021544162986799962
3.0,log2,100.0,-0.0021557709993348514
3.0,sqrt,500.0,-0.0021608635028890076
3.0,sqrt,100.0,-0.0021681730731346865
3.0,0.5,1000.0,-0.002179386859646693
3.0,0.5,500.0,-0.002180064612066266
3.0,0.5,100.0,-0.0021842728816144686
