# 1344.823427 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,log2,1000.0,-0.0021012132322599402
10.0,log2,500.0,-0.002101539460416527
10.0,sqrt,500.0,-0.0021112133617979785
5.0,log2,1000.0,-0.0021147775022546497
10.0,sqrt,1000.0,-0.0021192103137915507
5.0,log2,500.0,-0.002125545712966477
5.0,0.1,1000.0,-0.0021321282931511015
10.0,0.1,1000.0,-0.0021333148199410134
10.0,0.1,500.0,-0.002134866782084443
5.0,sqrt,1000.0,-0.0021356325573015232
5.0,sqrt,500.0,-0.0021358878501785894
5.0,log2,100.0,-0.002138443957212472
10.0,log2,100.0,-0.0021429078897182
10.0,0.1,100.0,-0.0021443760100168753
5.0,0.1,500.0,-0.002146524239910195
5.0,0.1,100.0,-0.002146837885848852
10.0,sqrt,100.0,-0.002150033747922076
5.0,sqrt,100.0,-0.0021672334607405748
10.0,0.5,1000.0,-0.0022017152355743815
5.0,0.5,1000.0,-0.0022058613482838726
3.0,0.1,1000.0,-0.002210142038849052
5.0,0.5,500.0,-0.002210609970486118
10.0,0.5,100.0,-0.0022111563009490414
3.0,sqrt,1000.0,-0.0022129174564985794
3.0,log2,100.0,-0.002216695162504779
3.0,log2,1000.0,-0.002218758876008053
3.0,log2,500.0,-0.0022194402691895114
3.0,sqrt,500.0,-0.0022209828504496246
10.0,0.5,500.0,-0.002221099336447584
3.0,0.1,500.0,-0.0022312638407395082
3.0,sqrt,100.0,-0.0022402329559612294
5.0,0.5,100.0,-0.0022473442380062615
3.0,0.1,100.0,-0.002248535313985553
3.0,0.5,1000.0,-0.00228153626556023
3.0,0.5,500.0,-0.002305363895950442
3.0,0.5,100.0,-0.0023224556351869956
