"pos_age","line_age","pos","pop","line","age","lat","region","tough"
"224_mature","Gen Butler_2_mature",224,"Gen Butler",2,"mature",38.675517,"temperate",285
"225_mature","Center Hill_7_mature",225,"Center Hill",7,"mature",36.06935,"temperate",305
"226_mature","HV_7_mature",226,"HV",7,"mature",37.1818,"temperate",235
"227_mature","McPhee_6_mature",227,"McPhee",6,"mature",40.971333,"north temperate",265
"228_mature","McPhee_6_mature",228,"McPhee",6,"mature",40.971333,"north temperate",307.5
"230_mature","Whitehall_3_mature",230,"Whitehall",3,"mature",33.895767,"temperate",290
"231_mature","Dalton_4_mature",231,"Dalton",4,"mature",34.670883,"temperate",215
"233_mature","KBS_5_mature",233,"KBS",5,"mature",42.399933,"north temperate",240
"234_mature","With_46_mature",234,"With",46,"mature",28.60387,"subtropical",285
"235_mature","HV_3_mature",235,"HV",3,"mature",37.1818,"temperate",222.5
"236_mature","With_47_mature",236,"With",47,"mature",28.60387,"subtropical",310
"237_mature","Gav_6_mature",237,"Gav",6,"mature",8.72883,"tropical",290
"238_mature","Dalton_6_mature",238,"Dalton",6,"mature",34.670883,"temperate",290
"239_mature","McPhee_2_mature",239,"McPhee",2,"mature",40.971333,"north temperate",280
"240_mature","HV_10_mature",240,"HV",10,"mature",37.1818,"temperate",312.5
"241_mature","MacArthur_5_mature",241,"MacArthur",5,"mature",27.177583,"subtropical",385
"242_mature","Caesar_10_mature",242,"Caesar",10,"mature",39.4887,"north temperate",370
"243_mature","MacArthur_16_mature",243,"MacArthur",16,"mature",27.177583,"subtropical",370
"244_mature","KBS_5_mature",244,"KBS",5,"mature",42.399933,"north temperate",300
"245_mature","Center Hill_8_mature",245,"Center Hill",8,"mature",36.06935,"temperate",337.5
"246_mature","TT_7_mature",246,"TT",7,"mature",30.673889,"temperate",325
"247_mature","Center Hill_7_mature",247,"Center Hill",7,"mature",36.06935,"temperate",355
"248_mature","Caesar_10_mature",248,"Caesar",10,"mature",39.4887,"north temperate",225
"249_mature","OCM_17_mature",249,"OCM",17,"mature",32.34554,"temperate",277.5
"250_mature","HV_7_mature",250,"HV",7,"mature",37.1818,"temperate",217.5
"251_mature","With_46_mature",251,"With",46,"mature",28.60387,"subtropical",335
"252_mature","Hwy 27_1_mature",252,"Hwy 27",1,"mature",26.537067,"subtropical",310
"253_mature","McPhee_1_mature",253,"McPhee",1,"mature",40.971333,"north temperate",265
"254_mature","Tiri_2_mature",254,"Tiri",2,"mature",10.41549,"tropical",280
"255_mature","With_46_mature",255,"With",46,"mature",28.60387,"subtropical",310
"257_mature","HV_13_mature",257,"HV",13,"mature",37.1818,"temperate",307.5
"258_mature","Center Hill_3_mature",258,"Center Hill",3,"mature",36.06935,"temperate",217.5
