"line_age","cupID","pop","line","age","lat","region","surv","log.area","old.log.area"
"Bella_2_mature",248,"Bella","Bella_2","mature",8.79,"tropical",2,0.636173107290974,0.167347028341877
"HV_3_mature",249,"HV","HV_3","mature",37.1818,"temperate",5,0.76382135918694,0.192955794529368
"Whitehall_16_mature",250,"Whitehall","Whitehall_16","mature",33.895767,"temperate",2,0.585098031943796,0.157069428266169
"Bella_3_mature",251,"Bella","Bella_3","mature",8.79,"tropical",5,0.669981299895478,0.174137998315818
"HV_10_mature",252,"HV","HV_10","mature",37.1818,"temperate",5,0.662661850572115,0.172668415883521
"McPhee_7_mature",253,"McPhee","McPhee_7","mature",40.971333,"north temperate",4,0.794862741271186,0.199173846730246
"MacArthur_15_mature",254,"MacArthur","MacArthur_15","mature",27.177583,"subtropical",3,0.487460903958378,0.137319847946172
"TT_7_mature",255,"TT","TT_7","mature",30.673889,"temperate",5,0.642235194995001,0.168565308037424
"KBS_8_mature",256,"KBS","KBS_8","mature",42.399933,"north temperate",4,0.634610508832864,0.1670329507035
"OCM_18_mature",257,"OCM","OCM_18","mature",32.34554,"temperate",4,0.702184083711147,0.180599982443909
"Caesar_7_mature",258,"Caesar","Caesar_7","mature",39.4887,"north temperate",5,0.808490263692189,0.201902932288526
"Gav_23_mature",259,"Gav","Gav_23","mature",8.72883,"tropical",4,0.530252594537345,0.145997229852784
"Hwy 27_6_mature",260,"Hwy 27","Hwy 27_6","mature",26.537067,"subtropical",4,0.654887002187021,0.171107021453891
"Gav_6_mature",287,"Gav","Gav_6","mature",8.72883,"tropical",5,0.652184077322019,0.170564107238395
"KBS_5_mature",288,"KBS","KBS_5","mature",42.399933,"north temperate",5,0.660123589243901,0.172158710076675
"KBS_12_mature",289,"KBS","KBS_12","mature",42.399933,"north temperate",4,0.637716412964422,0.167657209096086
"MacArthur_21_mature",290,"MacArthur","MacArthur_21","mature",27.177583,"subtropical",4,0.501902240985099,0.140252986979132
"With_48_mature",291,"With","With_48","mature",28.60387,"subtropical",4,0.570227858763699,0.154071782116046
"Tiri_5_mature",292,"Tiri","Tiri_5","mature",10.41549,"tropical",5,0.696564991851123,0.179472812564945
"Tiri_1_mature",293,"Tiri","Tiri_1","mature",10.41549,"tropical",5,0.715217072595482,0.183213796019002
"Caesar_9_mature",294,"Caesar","Caesar_9","mature",39.4887,"north temperate",5,0.681301657271473,0.176410240790972
"Hwy 27_8_mature",295,"Hwy 27","Hwy 27_8","mature",26.537067,"subtropical",5,0.640747011331724,0.16826625854841
"Caesar_5_mature",296,"Caesar","Caesar_5","mature",39.4887,"north temperate",5,0.741198393588382,0.188422378265757
"TT_10_mature",297,"TT","TT_10","mature",30.673889,"temperate",4,0.811199381598304,0.202445422371369
"Tiri_22_mature",298,"Tiri","Tiri_22","mature",10.41549,"tropical",5,0.830331627453156,0.206276188412375
"McPhee_2_mature",299,"McPhee","McPhee_2","mature",40.971333,"north temperate",5,0.665149593858414,0.173167936992235
"With_47_mature",300,"With","With_47","mature",28.60387,"subtropical",3,0.562072084005125,0.152426422772174
"Center Hill_2_mature",301,"Center Hill","Center Hill_2","mature",36.06935,"temperate",4,0.621352358776154,0.16436728381169
"Dalton_2_mature",302,"Dalton","Dalton_2","mature",34.670883,"temperate",4,0.668790769363589,0.173898988931706
"Center Hill_8_mature",303,"Center Hill","Center Hill_8","mature",36.06935,"temperate",3,0.598385806541204,0.159745816399695
"Dalton_6_mature",304,"Dalton","Dalton_6","mature",34.670883,"temperate",5,0.723978843055275,0.184970593985438
"TT_5_mature",305,"TT","TT_5","mature",30.673889,"temperate",4,0.669981299895478,0.174137998315818
"Hwy 27_3_mature",306,"Hwy 27","Hwy 27_3","mature",26.537067,"subtropical",3,0.680214656100692,0.176192087796952
"Bella_4_mature",307,"Bella","Bella_4","mature",8.79,"tropical",5,0.612289895331274,0.162544297790021
"Center Hill_1_mature",308,"Center Hill","Center Hill_1","mature",36.06935,"temperate",3,0.559230794363196,0.151852992618629
"Gen Butler_2_mature",309,"Gen Butler","Gen Butler_2","mature",38.675517,"temperate",5,0.688656967092985,0.177886227385072
"Whitehall_2_mature",310,"Whitehall","Whitehall_2","mature",33.895767,"temperate",4,0.51484661403199,0.142877846615235
"HV_7_mature",311,"HV","HV_7","mature",37.1818,"temperate",5,0.720072177458948,0.184187317972573
"McPhee_1_mature",312,"McPhee","McPhee_1","mature",40.971333,"north temperate",4,0.685557532320594,0.177264300641234
"HV_5_mature",339,"HV","HV_5","mature",37.1818,"temperate",4,0.650810376756387,0.170288163811072
"TT_25_mature",340,"TT","TT_25","mature",30.673889,"temperate",5,0.572832336628249,0.154597020344272
"With_46_mature",341,"With","With_46","mature",28.60387,"subtropical",3,0.471130533714576,0.133996259979096
"With_42_mature",342,"With","With_42","mature",28.60387,"subtropical",3,0.465175893226171,0.132782382195957
"Bella_21_mature",343,"Bella","Bella_21","mature",8.79,"tropical",4,NA,NA
"Dalton_9_mature",344,"Dalton","Dalton_9","mature",34.670883,"temperate",4,0.482250948546446,0.136260331454295
"Gav_22_mature",345,"Gav","Gav_22","mature",8.72883,"tropical",4,0.471130533714576,0.133996259979096
"Tiri_12_mature",346,"Tiri","Tiri_12","mature",10.41549,"tropical",4,0.582739293421334,0.156594121551312
"Hwy 27_1_mature",347,"Hwy 27","Hwy 27_1","mature",26.537067,"subtropical",4,0.51067900585235,0.14203314884745
"Whitehall_3_mature",348,"Whitehall","Whitehall_3","mature",33.895767,"temperate",4,0.51484661403199,0.142877846615235
"Gav_1_mature",349,"Gav","Gav_1","mature",8.72883,"tropical",4,0.626490349780038,0.165400500084731
"OCM_5_mature",350,"OCM","OCM_5","mature",32.34554,"temperate",5,0.643705869385089,0.16886082254627
"Bella_13_mature",351,"Bella","Bella_13","mature",8.79,"tropical",4,0.591918401125005,0.158443420510083
"McPhee_6_mature",352,"McPhee","McPhee_6","mature",40.971333,"north temperate",4,0.619591667118361,0.164013166230671
"TT_9_mature",353,"TT","TT_9","mature",30.673889,"temperate",5,0.589686039526676,0.157993761632183
"Gen Butler_7_mature",354,"Gen Butler","Gen Butler_7","mature",38.675517,"temperate",4,0.465175893226171,0.132782382195957
"Gen Butler_1_mature",355,"Gen Butler","Gen Butler_1","mature",38.675517,"temperate",4,0.672328874882073,0.174609269357827
"Hwy 27_2_mature",356,"Hwy 27","Hwy 27_2","mature",26.537067,"subtropical",5,0.598385806541204,0.159745816399695
"Whitehall_17_mature",357,"Whitehall","Whitehall_17","mature",33.895767,"temperate",4,0.660123589243901,0.172158710076675
"Gen Butler_9_mature",358,"Gen Butler","Gen Butler_9","mature",38.675517,"temperate",5,0.643705869385089,0.16886082254627
"MacArthur_22_mature",359,"MacArthur","MacArthur_22","mature",27.177583,"subtropical",5,0.518879742174096,0.143694934161264
"Tiri_16_mature",360,"Tiri","Tiri_16","mature",10.41549,"tropical",5,0.562072084005125,0.152426422772174
"Caesar_10_mature",361,"Caesar","Caesar_10","mature",39.4887,"north temperate",4,0.653542845415017,0.17083703809641
"OCM_16_mature",362,"OCM","OCM_16","mature",32.34554,"temperate",4,NA,NA
"MacArthur_16_mature",363,"MacArthur","MacArthur_16","mature",27.177583,"subtropical",5,0.537297505622295,0.147422149365344
"HV_13_mature",364,"HV","HV_13","mature",37.1818,"temperate",5,0.729986149263919,0.186174926553266
"Whitehall_18_young",391,"Whitehall","Whitehall_18","young",33.895767,"temperate",1,0.47451082158652,0.198512977746808
"MacArthur_5_young",392,"MacArthur","MacArthur_5","young",27.177583,"subtropical",1,0.163613315454888,0.0890814106544632
"Gen Butler_3_young",393,"Gen Butler","Gen Butler_3","young",38.675517,"temperate",3,0.489153397839364,0.203436811772106
"Center Hill_7_young",394,"Center Hill","Center Hill_7","young",36.06935,"temperate",2,0.451396752665226,0.190727665002989
"KBS_9_young",395,"KBS","KBS_9","young",42.399933,"north temperate",2,0.422176287621986,0.180858016276865
"OCM_10_young",396,"OCM","OCM_10","young",32.34554,"temperate",3,0.382417704708506,0.167363029039402
"Dalton_4_young",397,"Dalton","Dalton_4","young",34.670883,"temperate",3,0.517282712480959,0.212881383942614
"KBS_2_young",398,"KBS","KBS_2","young",42.399933,"north temperate",2,0.43774432980871,0.186120631115335
"Center Hill_3_young",399,"Center Hill","Center Hill_3","young",36.06935,"temperate",3,0.469167295311374,0.196714640290307
"Dalton_8_young",400,"Dalton","Dalton_8","young",34.670883,"temperate",3,0.497942297657932,0.206389627215147
"McPhee_8_young",401,"McPhee","McPhee_8","young",40.971333,"north temperate",2,0.565487206480866,0.229032622732255
"OCM_17_young",402,"OCM","OCM_17","young",32.34554,"temperate",3,0.584473524937315,0.235385384230367
"With_43_young",403,"With","With_43","young",28.60387,"subtropical",2,0.382417704708506,0.167363029039402
"Bella_2_young",404,"Bella","Bella_2","young",8.79,"tropical",0,0,0
"HV_3_young",405,"HV","HV_3","young",37.1818,"temperate",2,0.393768210244118,0.171224870263844
"Whitehall_16_young",406,"Whitehall","Whitehall_16","young",33.895767,"temperate",3,0.489153397839364,0.203436811772106
"Bella_3_young",407,"Bella","Bella_3","young",8.79,"tropical",0,0.227096481660709,0.113043395517382
"HV_10_young",408,"HV","HV_10","young",37.1818,"temperate",2,0.536770219266165,0.219415210225027
"McPhee_7_young",409,"McPhee","McPhee_7","young",40.971333,"north temperate",3,0.413489682867708,0.177916837622281
"MacArthur_15_young",410,"MacArthur","MacArthur_15","young",27.177583,"subtropical",1,0.163613315454888,0.0890814106544632
"TT_7_young",411,"TT","TT_7","young",30.673889,"temperate",2,0.47451082158652,0.198512977746808
"KBS_8_young",412,"KBS","KBS_8","young",42.399933,"north temperate",3,0.595538933240425,0.239086050333775
"OCM_18_young",413,"OCM","OCM_18","young",32.34554,"temperate",3,0.548089708592444,0.22320755281886
"Caesar_7_young",414,"Caesar","Caesar_7","young",39.4887,"north temperate",2,0.536770219266165,0.219415210225027
"Gav_23_young",415,"Gav","Gav_23","young",8.72883,"tropical",0,0,0
"Hwy 27_6_young",416,"Hwy 27","Hwy 27_6","young",26.537067,"subtropical",2,0.296673315762684,0.137829894289236
"HV_5_young",417,"HV","HV_5","young",37.1818,"temperate",2,0.430232745407031,0.183582716183218
"TT_25_young",418,"TT","TT_25","young",30.673889,"temperate",1,0.36977437379057,0.163051132613121
"With_46_young",419,"With","With_46","young",28.60387,"subtropical",3,0.296673315762684,0.137829894289236
"With_42_young",420,"With","With_42","young",28.60387,"subtropical",1,0.26724423196339,0.127472568236169
"Bella_21_young",421,"Bella","Bella_21","young",8.79,"tropical",0,0.296673315762684,0.137829894289236
"Dalton_9_young",422,"Dalton","Dalton_9","young",34.670883,"temperate",2,0.457641434695102,0.192832704224115
"Gav_22_young",423,"Gav","Gav_22","young",8.72883,"tropical",0,0.26724423196339,0.127472568236169
"Tiri_12_young",424,"Tiri","Tiri_12","young",10.41549,"tropical",0,0.26724423196339,0.127472568236169
"Hwy 27_1_young",425,"Hwy 27","Hwy 27_1","young",26.537067,"subtropical",0,0.163613315454888,0.0890814106544632
"Whitehall_3_young",426,"Whitehall","Whitehall_3","young",33.895767,"temperate",0,0.163613315454888,0.0890814106544632
"Gav_1_young",427,"Gav","Gav_1","young",8.72883,"tropical",0,0,0
"OCM_5_young",428,"OCM","OCM_5","young",32.34554,"temperate",3,0.550748148549654,0.224097926204981
"Bella_13_young",429,"Bella","Bella_13","young",8.79,"tropical",0,0,0
"McPhee_6_young",430,"McPhee","McPhee_6","young",40.971333,"north temperate",3,0.506086665828234,0.209124310293836
"TT_9_young",431,"TT","TT_9","young",30.673889,"temperate",2,0.555881498774322,0.225816922625443
"Gen Butler_7_young",432,"Gen Butler","Gen Butler_7","young",38.675517,"temperate",2,0.542574048830594,0.221359899118057
"Gen Butler_1_young",433,"Gen Butler","Gen Butler_1","young",38.675517,"temperate",2,0.580525832748107,0.234064832047678
"Hwy 27_2_young",434,"Hwy 27","Hwy 27_2","young",26.537067,"subtropical",2,0.319917441798336,0.145914776602903
"Whitehall_17_young",435,"Whitehall","Whitehall_17","young",33.895767,"temperate",3,0.648876577123484,0.256909635419148
"Gen Butler_9_young",436,"Gen Butler","Gen Butler_9","young",38.675517,"temperate",2,0.43774432980871,0.186120631115335
"MacArthur_22_young",437,"MacArthur","MacArthur_22","young",27.177583,"subtropical",0,0,0
"Tiri_16_young",438,"Tiri","Tiri_16","young",10.41549,"tropical",0,0.163613315454888,0.0890814106544632
"Caesar_10_young",439,"Caesar","Caesar_10","young",39.4887,"north temperate",3,0.665958243617857,0.262613778727754
"OCM_16_young",440,"OCM","OCM_16","young",32.34554,"temperate",3,0.582517210228466,0.234730993348271
"MacArthur_16_young",441,"MacArthur","MacArthur_16","young",27.177583,"subtropical",3,0.36977437379057,0.163051132613121
"HV_13_young",442,"HV","HV_13","young",37.1818,"temperate",3,0.668717822168098,0.263535151681588
"KBS_5_young",443,"KBS","KBS_5","young",42.399933,"north temperate",3,0.393768210244118,0.171224870263844
"KBS_12_young",444,"KBS","KBS_12","young",42.399933,"north temperate",1,0.413489682867708,0.177916837622281
"MacArthur_21_young",445,"MacArthur","MacArthur_21","young",27.177583,"subtropical",0,0,0
"With_48_young",446,"With","With_48","young",28.60387,"subtropical",2,0.319917441798336,0.145914776602903
"Tiri_5_young",447,"Tiri","Tiri_5","young",10.41549,"tropical",0,0,0
"Caesar_9_young",448,"Caesar","Caesar_9","young",39.4887,"north temperate",2,0.524165368468156,0.215189791984817
"Hwy 27_8_young",449,"Hwy 27","Hwy 27_8","young",26.537067,"subtropical",0,0,0
"Caesar_5_young",450,"Caesar","Caesar_5","young",39.4887,"north temperate",3,0.655209552734861,0.2590246144662
"TT_10_young",451,"TT","TT_10","young",30.673889,"temperate",3,0.520777324279139,0.214053569576933
"Tiri_22_young",452,"Tiri","Tiri_22","young",10.41549,"tropical",1,0,0
"McPhee_2_young",453,"McPhee","McPhee_2","young",40.971333,"north temperate",3,0.633775288278664,0.251865393432476
"With_47_young",454,"With","With_47","young",28.60387,"subtropical",1,0,0
"Center Hill_2_young",455,"Center Hill","Center Hill_2","young",36.06935,"temperate",3,0.463553749190146,0.194824508312438
"Dalton_2_young",456,"Dalton","Dalton_2","young",34.670883,"temperate",2,0.550748148549654,0.224097926204981
"Center Hill_8_young",457,"Center Hill","Center Hill_8","young",36.06935,"temperate",3,0.632523989992737,0.251447359972296
"Dalton_6_young",458,"Dalton","Dalton_6","young",34.670883,"temperate",3,0.520777324279139,0.214053569576933
"TT_5_young",459,"TT","TT_5","young",30.673889,"temperate",2,0.52745315269484,0.216292192374495
"Hwy 27_3_young",460,"Hwy 27","Hwy 27_3","young",26.537067,"subtropical",2,0.319917441798336,0.145914776602903
"Center Hill_1_young",461,"Center Hill","Center Hill_1","young",36.06935,"temperate",2,0.506086665828234,0.209124310293836
"Gen Butler_2_young",462,"Gen Butler","Gen Butler_2","young",38.675517,"temperate",3,0.641000845442146,0.254279104596068
"Whitehall_2_young",463,"Whitehall","Whitehall_2","young",33.895767,"temperate",3,0.605601473130198,0.242450311883079
"HV_7_young",464,"HV","HV_7","young",37.1818,"temperate",3,0.616293829648244,0.246024185912046
"McPhee_1_young",465,"McPhee","McPhee_1","young",40.971333,"north temperate",1,0.355505398284191,0.158170273862173
"Whitehall_18_young",466,"Whitehall","Whitehall_18","young",33.895767,"temperate",1,0.355505398284191,0.158170273862173
"MacArthur_5_young",467,"MacArthur","MacArthur_5","young",27.177583,"subtropical",2,0.26724423196339,0.127472568236169
"Gen Butler_3_young",468,"Gen Butler","Gen Butler_3","young",38.675517,"temperate",0,0.163613315454888,0.0890814106544632
"Center Hill_7_young",469,"Center Hill","Center Hill_7","young",36.06935,"temperate",2,0.422176287621986,0.180858016276865
"KBS_9_young",470,"KBS","KBS_9","young",42.399933,"north temperate",2,0.44478009669446,0.188495735493622
"OCM_10_young",471,"OCM","OCM_10","young",32.34554,"temperate",0,0,0
"Dalton_4_young",472,"Dalton","Dalton_4","young",34.670883,"temperate",2,0.422176287621986,0.180858016276865
"KBS_2_young",473,"KBS","KBS_2","young",42.399933,"north temperate",2,0.580525832748107,0.234064832047678
"Center Hill_3_young",474,"Center Hill","Center Hill_3","young",36.06935,"temperate",1,0.44478009669446,0.188495735493622
"Dalton_8_young",475,"Dalton","Dalton_8","young",34.670883,"temperate",1,0.404065926942778,0.174721789489385
"McPhee_8_young",476,"McPhee","McPhee_8","young",40.971333,"north temperate",2,0.489153397839364,0.203436811772106
"OCM_17_young",477,"OCM","OCM_17","young",32.34554,"temperate",2,0.47451082158652,0.198512977746808
"With_43_young",478,"With","With_43","young",28.60387,"subtropical",1,0.296673315762684,0.137829894289236
"Bella_2_young",479,"Bella","Bella_2","young",8.79,"tropical",0,0.163613315454888,0.0890814106544632
"HV_3_young",480,"HV","HV_3","young",37.1818,"temperate",2,0.430232745407031,0.183582716183218
"Whitehall_16_young",481,"Whitehall","Whitehall_16","young",33.895767,"temperate",1,0.227096481660709,0.113043395517382
"Bella_3_young",482,"Bella","Bella_3","young",8.79,"tropical",0,0.227096481660709,0.113043395517382
"HV_10_young",483,"HV","HV_10","young",37.1818,"temperate",3,0.513674610791531,0.211670883874422
"McPhee_7_young",484,"McPhee","McPhee_7","young",40.971333,"north temperate",3,0.502089087118207,0.207782202932048
"MacArthur_15_young",485,"MacArthur","MacArthur_15","young",27.177583,"subtropical",2,0.355505398284191,0.158170273862173
"TT_7_young",486,"TT","TT_7","young",30.673889,"temperate",2,0.47451082158652,0.198512977746808
"KBS_8_young",487,"KBS","KBS_8","young",42.399933,"north temperate",3,0.567764265157435,0.229794741115512
"OCM_18_young",488,"OCM","OCM_18","young",32.34554,"temperate",1,0.339130186552147,0.152547144898367
"Caesar_7_young",489,"Caesar","Caesar_7","young",39.4887,"north temperate",2,0.509945399749134,0.210419479774
"Gav_23_young",490,"Gav","Gav_23","young",8.72883,"tropical",0,0.163613315454888,0.0890814106544632
"Hwy 27_6_young",491,"Hwy 27","Hwy 27_6","young",26.537067,"subtropical",1,0.227096481660709,0.113043395517382
"HV_5_young",492,"HV","HV_5","young",37.1818,"temperate",2,0.393768210244118,0.171224870263844
"TT_25_young",493,"TT","TT_25","young",30.673889,"temperate",2,0.382417704708506,0.167363029039402
"With_46_young",494,"With","With_46","young",28.60387,"subtropical",1,0.227096481660709,0.113043395517382
"With_42_young",495,"With","With_42","young",28.60387,"subtropical",1,0.163613315454888,0.0890814106544632
"Bella_21_young",496,"Bella","Bella_21","young",8.79,"tropical",0,0.296673315762684,0.137829894289236
"Dalton_9_young",497,"Dalton","Dalton_9","young",34.670883,"temperate",3,0.550748148549654,0.224097926204981
"Gav_22_young",498,"Gav","Gav_22","young",8.72883,"tropical",0,0.163613315454888,0.0890814106544632
"Tiri_12_young",499,"Tiri","Tiri_12","young",10.41549,"tropical",0,0.163613315454888,0.0890814106544632
"Hwy 27_1_young",500,"Hwy 27","Hwy 27_1","young",26.537067,"subtropical",1,0.227096481660709,0.113043395517382
"Whitehall_3_young",501,"Whitehall","Whitehall_3","young",33.895767,"temperate",3,0.413489682867708,0.177916837622281
"Gav_1_young",502,"Gav","Gav_1","young",8.72883,"tropical",1,0.26724423196339,0.127472568236169
"OCM_5_young",503,"OCM","OCM_5","young",32.34554,"temperate",3,0.479609116896732,0.200228025275574
"Bella_13_young",504,"Bella","Bella_13","young",8.79,"tropical",1,0.227096481660709,0.113043395517382
"McPhee_6_young",505,"McPhee","McPhee_6","young",40.971333,"north temperate",3,0.52745315269484,0.216292192374495
"TT_9_young",506,"TT","TT_9","young",30.673889,"temperate",3,0.567764265157435,0.229794741115512
"Gen Butler_7_young",507,"Gen Butler","Gen Butler_7","young",38.675517,"temperate",0,0.26724423196339,0.127472568236169
"Gen Butler_1_young",508,"Gen Butler","Gen Butler_1","young",38.675517,"temperate",2,0.44478009669446,0.188495735493622
"Hwy 27_2_young",509,"Hwy 27","Hwy 27_2","young",26.537067,"subtropical",2,0.227096481660709,0.113043395517382
"Whitehall_17_young",510,"Whitehall","Whitehall_17","young",33.895767,"temperate",2,0.484483705838161,0.201867157710066
"Gen Butler_9_young",511,"Gen Butler","Gen Butler_9","young",38.675517,"temperate",1,0.26724423196339,0.127472568236169
"MacArthur_22_young",512,"MacArthur","MacArthur_22","young",27.177583,"subtropical",1,0.227096481660709,0.113043395517382
"Tiri_16_young",513,"Tiri","Tiri_16","young",10.41549,"tropical",0,0.163613315454888,0.0890814106544632
"Caesar_10_young",514,"Caesar","Caesar_10","young",39.4887,"north temperate",3,0.542574048830594,0.221359899118057
"OCM_16_young",515,"OCM","OCM_16","young",32.34554,"temperate",3,0.319917441798336,0.145914776602903
"MacArthur_16_young",516,"MacArthur","MacArthur_16","young",27.177583,"subtropical",1,0.319917441798336,0.145914776602903
"HV_13_young",517,"HV","HV_13","young",37.1818,"temperate",2,0.563162504762025,0.228254492023771
"KBS_5_young",518,"KBS","KBS_5","young",42.399933,"north temperate",2,0.43774432980871,0.186120631115335
"KBS_12_young",519,"KBS","KBS_12","young",42.399933,"north temperate",3,0.539710024733386,0.220400316830876
"MacArthur_21_young",520,"MacArthur","MacArthur_21","young",27.177583,"subtropical",0,0,0
"With_48_young",521,"With","With_48","young",28.60387,"subtropical",1,0.26724423196339,0.127472568236169
"Tiri_5_young",522,"Tiri","Tiri_5","young",10.41549,"tropical",0,0,0
"Caesar_9_young",523,"Caesar","Caesar_9","young",39.4887,"north temperate",3,0.545366100513414,0.222295246430588
"Hwy 27_8_young",524,"Hwy 27","Hwy 27_8","young",26.537067,"subtropical",1,0.227096481660709,0.113043395517382
"Caesar_5_young",525,"Caesar","Caesar_5","young",39.4887,"north temperate",3,0.530646440649215,0.217362726241895
"TT_10_young",526,"TT","TT_10","young",30.673889,"temperate",3,0.463553749190146,0.194824508312438
"Tiri_22_young",527,"Tiri","Tiri_22","young",10.41549,"tropical",1,0.319917441798336,0.145914776602903
"McPhee_2_young",528,"McPhee","McPhee_2","young",40.971333,"north temperate",3,0.563162504762025,0.228254492023771
"With_47_young",529,"With","With_47","young",28.60387,"subtropical",0,0,0
"Center Hill_2_young",530,"Center Hill","Center Hill_2","young",36.06935,"temperate",3,0.493634725458102,0.204942638730141
"Dalton_2_young",531,"Dalton","Dalton_2","young",34.670883,"temperate",3,0.591971519577117,0.23789311261995
"Center Hill_8_young",532,"Center Hill","Center Hill_8","young",36.06935,"temperate",2,0.430232745407031,0.183582716183218
"Dalton_6_young",533,"Dalton","Dalton_6","young",34.670883,"temperate",3,0.558361893346004,0.226647399151134
"TT_5_young",534,"TT","TT_5","young",30.673889,"temperate",3,0.457641434695102,0.192832704224115
"Hwy 27_3_young",535,"Hwy 27","Hwy 27_3","young",26.537067,"subtropical",0,0,0
"Center Hill_1_young",536,"Center Hill","Center Hill_1","young",36.06935,"temperate",3,0.52745315269484,0.216292192374495
"Gen Butler_2_young",537,"Gen Butler","Gen Butler_2","young",38.675517,"temperate",3,0.550748148549654,0.224097926204981
"Whitehall_2_young",538,"Whitehall","Whitehall_2","young",33.895767,"temperate",3,0.479609116896732,0.200228025275574
"HV_7_young",539,"HV","HV_7","young",37.1818,"temperate",3,0.574328163146538,0.231991291187129
"McPhee_1_young",540,"McPhee","McPhee_1","young",40.971333,"north temperate",1,0.355505398284191,0.158170273862173
"Whitehall_18_young",541,"Whitehall","Whitehall_18","young",33.895767,"temperate",2,0.43774432980871,0.186120631115335
"MacArthur_5_young",542,"MacArthur","MacArthur_5","young",27.177583,"subtropical",2,0.227096481660709,0.113043395517382
"Gen Butler_3_young",543,"Gen Butler","Gen Butler_3","young",38.675517,"temperate",2,0.355505398284191,0.158170273862173
"Center Hill_7_young",544,"Center Hill","Center Hill_7","young",36.06935,"temperate",3,0.457641434695102,0.192832704224115
"KBS_9_young",545,"KBS","KBS_9","young",42.399933,"north temperate",2,0.382417704708506,0.167363029039402
"OCM_10_young",546,"OCM","OCM_10","young",32.34554,"temperate",2,0.355505398284191,0.158170273862173
"Dalton_4_young",547,"Dalton","Dalton_4","young",34.670883,"temperate",1,0.413489682867708,0.177916837622281
"KBS_2_young",548,"KBS","KBS_2","young",42.399933,"north temperate",3,0.484483705838161,0.201867157710066
"Center Hill_3_young",549,"Center Hill","Center Hill_3","young",36.06935,"temperate",3,0.463553749190146,0.194824508312438
"Dalton_8_young",550,"Dalton","Dalton_8","young",34.670883,"temperate",1,0.296673315762684,0.137829894289236
"McPhee_8_young",551,"McPhee","McPhee_8","young",40.971333,"north temperate",3,0.463553749190146,0.194824508312438
"OCM_17_young",552,"OCM","OCM_17","young",32.34554,"temperate",3,0.404065926942778,0.174721789489385
"With_43_young",553,"With","With_43","young",28.60387,"subtropical",0,0.227096481660709,0.113043395517382
"Bella_2_young",554,"Bella","Bella_2","young",8.79,"tropical",0,0.296673315762684,0.137829894289236
"HV_3_young",555,"HV","HV_3","young",37.1818,"temperate",0,0.404065926942778,0.174721789489385
"Whitehall_16_young",556,"Whitehall","Whitehall_16","young",33.895767,"temperate",1,0.163613315454888,0.0890814106544632
"Bella_3_young",557,"Bella","Bella_3","young",8.79,"tropical",1,NA,NA
"HV_10_young",558,"HV","HV_10","young",37.1818,"temperate",1,0.404065926942778,0.174721789489385
"McPhee_7_young",559,"McPhee","McPhee_7","young",40.971333,"north temperate",1,0.382417704708506,0.167363029039402
"MacArthur_15_young",560,"MacArthur","MacArthur_15","young",27.177583,"subtropical",2,0.227096481660709,0.113043395517382
"TT_7_young",561,"TT","TT_7","young",30.673889,"temperate",2,0.469167295311374,0.196714640290307
"KBS_8_young",562,"KBS","KBS_8","young",42.399933,"north temperate",2,0.451396752665226,0.190727665002989
"OCM_18_young",563,"OCM","OCM_18","young",32.34554,"temperate",2,0.463553749190146,0.194824508312438
"Caesar_7_young",564,"Caesar","Caesar_7","young",39.4887,"north temperate",3,0.513674610791531,0.211670883874422
"Gav_23_young",565,"Gav","Gav_23","young",8.72883,"tropical",0,0,0
"Hwy 27_6_young",566,"Hwy 27","Hwy 27_6","young",26.537067,"subtropical",1,0.296673315762684,0.137829894289236
"HV_5_young",567,"HV","HV_5","young",37.1818,"temperate",2,0.533750512866844,0.218403184244954
"TT_25_young",568,"TT","TT_25","young",30.673889,"temperate",3,0.545366100513414,0.222295246430588
"With_46_young",569,"With","With_46","young",28.60387,"subtropical",0,0,0
"With_42_young",570,"With","With_42","young",28.60387,"subtropical",2,0.227096481660709,0.113043395517382
"Bella_21_young",571,"Bella","Bella_21","young",8.79,"tropical",0,0.26724423196339,0.127472568236169
"Dalton_9_young",572,"Dalton","Dalton_9","young",34.670883,"temperate",0,0.163613315454888,0.0890814106544632
"Gav_22_young",573,"Gav","Gav_22","young",8.72883,"tropical",0,0,0
"Tiri_12_young",574,"Tiri","Tiri_12","young",10.41549,"tropical",2,0.44478009669446,0.188495735493622
"Hwy 27_1_young",575,"Hwy 27","Hwy 27_1","young",26.537067,"subtropical",3,0.227096481660709,0.113043395517382
"Whitehall_3_young",576,"Whitehall","Whitehall_3","young",33.895767,"temperate",1,0.506086665828234,0.209124310293836
"Gav_1_young",577,"Gav","Gav_1","young",8.72883,"tropical",2,0.163613315454888,0.0890814106544632
"OCM_5_young",578,"OCM","OCM_5","young",32.34554,"temperate",3,0.569995594456051,0.230541492909219
"Bella_13_young",579,"Bella","Bella_13","young",8.79,"tropical",0,0,0
"McPhee_6_young",580,"McPhee","McPhee_6","young",40.971333,"north temperate",3,0.588285757674223,0.236660468740289
"TT_9_young",581,"TT","TT_9","young",30.673889,"temperate",3,0.524165368468156,0.215189791984817
"Gen Butler_7_young",582,"Gen Butler","Gen Butler_7","young",38.675517,"temperate",2,0.524165368468156,0.215189791984817
"Gen Butler_1_young",583,"Gen Butler","Gen Butler_1","young",38.675517,"temperate",1,NA,NA
