# 1120.253793 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,1000.0,-0.00206384549919525
10.0,0.1,500.0,-0.002070748466456796
5.0,0.1,500.0,-0.0020762481451785057
5.0,0.1,1000.0,-0.002079748227823721
10.0,0.1,100.0,-0.0020936642266880115
10.0,0.5,1000.0,-0.0021197761949028533
10.0,sqrt,1000.0,-0.002120734610493896
5.0,0.1,100.0,-0.0021244963806788158
5.0,0.5,1000.0,-0.0021252795858445533
5.0,log2,500.0,-0.0021268518903913873
5.0,0.5,500.0,-0.0021275349186437443
10.0,0.5,500.0,-0.002131311791148344
5.0,sqrt,500.0,-0.002131823927126712
10.0,sqrt,500.0,-0.0021326270631027897
10.0,log2,1000.0,-0.002132820109429807
5.0,log2,1000.0,-0.00213452432019698
5.0,sqrt,1000.0,-0.0021350675908533507
10.0,log2,100.0,-0.0021370871270870993
10.0,log2,500.0,-0.0021372767274475944
10.0,sqrt,100.0,-0.002138281310775182
5.0,0.5,100.0,-0.0021434719844431425
3.0,0.1,500.0,-0.0021468959861159083
10.0,0.5,100.0,-0.002147602631226305
5.0,log2,100.0,-0.002150596263498535
5.0,sqrt,100.0,-0.002151742249753073
3.0,0.1,1000.0,-0.0021554231618356656
3.0,0.5,1000.0,-0.002158735629728493
3.0,log2,500.0,-0.0021587972416814193
3.0,0.5,500.0,-0.002160729120149213
3.0,0.1,100.0,-0.002166983752399091
3.0,0.5,100.0,-0.0021675028631940466
3.0,log2,1000.0,-0.00216923887209068
3.0,sqrt,1000.0,-0.002171485744342474
3.0,sqrt,100.0,-0.0021726000857279285
3.0,sqrt,500.0,-0.002175751051810693
3.0,log2,100.0,-0.0021818240095369
