# 1459.130708 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,log2,500.0,-0.0019767018228172934
10.0,0.1,1000.0,-0.0019775868569763657
10.0,0.1,500.0,-0.0019833446130728912
10.0,sqrt,1000.0,-0.0019883692042449966
10.0,log2,1000.0,-0.001988812741401999
10.0,sqrt,500.0,-0.001989347176177274
5.0,log2,500.0,-0.001992804702691261
5.0,0.5,1000.0,-0.0019938166545188933
5.0,0.1,1000.0,-0.00199458762803915
5.0,sqrt,500.0,-0.00199518852433559
10.0,0.5,500.0,-0.0019957780964459464
10.0,sqrt,100.0,-0.0019962591374255976
10.0,0.1,100.0,-0.001998365770343085
5.0,sqrt,1000.0,-0.002000048858493473
5.0,log2,1000.0,-0.0020001129244610017
10.0,0.5,1000.0,-0.00200154983800896
5.0,0.1,500.0,-0.002004060670617785
10.0,0.5,100.0,-0.0020055926952687675
10.0,log2,100.0,-0.002008997265803241
5.0,0.5,500.0,-0.002010567569410043
5.0,0.1,100.0,-0.002019576356804848
5.0,sqrt,100.0,-0.0020241108622388706
5.0,0.5,100.0,-0.0020303999476667385
5.0,log2,100.0,-0.0020369775537985814
3.0,log2,500.0,-0.002077323966143518
3.0,0.5,1000.0,-0.0020839453450601335
3.0,log2,1000.0,-0.002084231814762097
3.0,0.1,1000.0,-0.0020860293960529804
3.0,0.5,500.0,-0.0020928665260827924
3.0,0.1,100.0,-0.0020931412435551125
3.0,sqrt,1000.0,-0.0020938951001412834
3.0,0.1,500.0,-0.0020949400384004365
3.0,sqrt,100.0,-0.0020961168640514136
3.0,sqrt,500.0,-0.0020970621856794673
3.0,0.5,100.0,-0.0021177221718142445
3.0,log2,100.0,-0.002122053570093989
