# 1026.441458 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,100.0,-0.0019042773654181476
10.0,0.1,1000.0,-0.0019146809029761346
10.0,0.1,500.0,-0.0019309784146194979
10.0,0.5,500.0,-0.001946660298208728
10.0,sqrt,1000.0,-0.0019492650313799383
10.0,0.5,1000.0,-0.0019502462890974973
5.0,0.1,1000.0,-0.00195656813483933
10.0,log2,1000.0,-0.0019571092376338387
10.0,0.5,100.0,-0.001957819935110722
5.0,0.5,1000.0,-0.001959177619655424
10.0,log2,500.0,-0.0019621062197421888
5.0,0.5,500.0,-0.0019623622472576246
5.0,0.1,500.0,-0.0019636784675933173
10.0,sqrt,100.0,-0.0019652321872532684
10.0,sqrt,500.0,-0.0019659297501634357
5.0,0.1,100.0,-0.001969746297987128
5.0,0.5,100.0,-0.0019704834226395586
5.0,log2,1000.0,-0.0019714346391267717
5.0,sqrt,1000.0,-0.001973159759973014
5.0,sqrt,500.0,-0.0019752826864071057
10.0,log2,100.0,-0.001976350813106661
5.0,log2,500.0,-0.001978045701599592
5.0,sqrt,100.0,-0.001991513535982264
5.0,log2,100.0,-0.002016375206183236
3.0,0.5,500.0,-0.002033289730380863
3.0,0.5,1000.0,-0.002046891930695356
3.0,log2,1000.0,-0.0020493359435077236
3.0,sqrt,1000.0,-0.0020510733648213147
3.0,0.1,500.0,-0.002054299594986822
3.0,0.1,1000.0,-0.0020556800317639637
3.0,log2,500.0,-0.0020586491483189106
3.0,log2,100.0,-0.0020589921664788077
3.0,sqrt,500.0,-0.0020602304806214564
3.0,sqrt,100.0,-0.0020679408274482157
3.0,0.1,100.0,-0.00207568397886214
3.0,0.5,100.0,-0.0020858583430686584
