# 1179.263109 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.1,1000.0,-0.001914497526426584
10.0,0.1,500.0,-0.001921024706401869
10.0,0.5,500.0,-0.0019234155099981081
10.0,0.1,100.0,-0.0019275983031258493
10.0,0.5,1000.0,-0.0019295428905781499
10.0,log2,500.0,-0.0019440300834413604
10.0,log2,1000.0,-0.0019468204388664878
10.0,sqrt,500.0,-0.001949425734073235
5.0,0.5,1000.0,-0.001949596702780112
5.0,0.1,1000.0,-0.001955497764173521
5.0,0.1,500.0,-0.00195654487223021
10.0,sqrt,1000.0,-0.001957921043195966
5.0,0.5,500.0,-0.0019600167071432808
10.0,sqrt,100.0,-0.0019625183015941237
10.0,0.5,100.0,-0.001962612471557862
5.0,0.5,100.0,-0.001964131614397256
5.0,log2,500.0,-0.0019721708269563043
5.0,sqrt,1000.0,-0.0019730078701161217
5.0,0.1,100.0,-0.00197417446910348
5.0,log2,1000.0,-0.0019742553385350857
5.0,sqrt,500.0,-0.0019753718404493478
5.0,log2,100.0,-0.001983530444900047
10.0,log2,100.0,-0.001984658497817592
5.0,sqrt,100.0,-0.0020134361486519575
3.0,0.5,500.0,-0.0020221548067760006
3.0,0.5,1000.0,-0.002022538283197708
3.0,0.5,100.0,-0.002029175950868778
3.0,sqrt,500.0,-0.002054486078815622
3.0,log2,500.0,-0.0020545350901166486
3.0,log2,1000.0,-0.002055294656826166
3.0,log2,100.0,-0.0020650902578877926
3.0,sqrt,1000.0,-0.002065943094252791
3.0,sqrt,100.0,-0.0020679789956401877
3.0,0.1,1000.0,-0.00207022984691506
3.0,0.1,500.0,-0.00207206696730067
3.0,0.1,100.0,-0.0020781341048658093
