# 1126.558118 sec
max_depth,max_features,n_estimators,mean_test_score
10.0,0.5,1000.0,-0.0019399239194212356
5.0,0.5,1000.0,-0.0019428295516911048
10.0,0.5,100.0,-0.0019463633051239615
10.0,0.1,1000.0,-0.0019473494215246022
10.0,0.5,500.0,-0.0019503905247963322
10.0,sqrt,500.0,-0.0019506976979294529
10.0,log2,1000.0,-0.0019513780023103198
5.0,0.5,500.0,-0.0019535595357426305
10.0,sqrt,1000.0,-0.0019545503397706107
10.0,log2,500.0,-0.0019567444011393
10.0,0.1,500.0,-0.0019574888163866595
5.0,sqrt,500.0,-0.001958671592452921
5.0,0.5,100.0,-0.0019604457992535972
5.0,log2,500.0,-0.0019634928806511057
5.0,sqrt,100.0,-0.0019673432457521524
5.0,log2,1000.0,-0.001971236581578881
5.0,log2,100.0,-0.001972068400202899
5.0,0.1,1000.0,-0.0019775107306978673
5.0,0.1,500.0,-0.001977666755853515
5.0,sqrt,1000.0,-0.0019790925879695238
10.0,0.1,100.0,-0.001980075362763605
5.0,0.1,100.0,-0.0019807133609380987
10.0,sqrt,100.0,-0.00198713948109452
10.0,log2,100.0,-0.0019885897828902667
3.0,0.5,500.0,-0.0020150031735420145
3.0,0.5,1000.0,-0.002015042626031337
3.0,0.5,100.0,-0.00203223643154051
3.0,sqrt,500.0,-0.0020368708173853856
3.0,log2,1000.0,-0.0020393430539911222
3.0,log2,500.0,-0.0020477398137820676
3.0,sqrt,1000.0,-0.0020482254520520367
3.0,log2,100.0,-0.0020516457864319508
3.0,0.1,100.0,-0.002056412101368203
3.0,sqrt,100.0,-0.0020605973184670556
3.0,0.1,500.0,-0.002062475032602027
3.0,0.1,1000.0,-0.0020634834058195677
